Age,Annual_Income,Credit_Score,Employment_Years,Loan_Amount,Debt_to_Income_Ratio,Existing_Loans,Dependents,Loan_Approved
48,134841,640,26,145301,0.79,1,3,Yes
40,39977,633,8,118332,0.06,4,2,Yes
59,94142,442,3,217912,0.38,4,2,No
27,129920,709,28,225943,0.48,5,4,Yes
49,148156,343,19,384843,0.08,5,4,No
60,119588,331,14,334770,0.17,0,0,No
47,88684,327,3,324948,0.24,1,1,No
56,119072,722,2,446445,0.59,2,2,Yes
48,143862,790,23,299512,0.75,3,0,No
35,25607,459,20,15944,0.52,1,3,No
53,105122,506,22,429968,0.47,5,3,No
19,114786,317,25,300060,0.45,4,1,No
31,146406,402,21,287961,0.31,0,3,No
30,71939,531,13,468850,0.67,1,1,No
46,38594,723,8,268277,0.46,0,3,No
29,78382,846,29,112603,0.22,2,3,Yes
56,27399,538,18,392626,0.15,2,2,No
19,141026,633,5,383945,0.79,2,4,No
49,146812,448,2,454923,0.06,2,2,No
30,45117,707,17,164742,0.75,3,0,Yes
63,118662,316,15,191234,0.21,0,4,No
44,53617,525,2,445940,0.54,1,2,No
58,27498,559,1,319981,0.28,3,4,No
34,122826,473,1,172046,0.69,1,4,No
57,137232,504,25,137181,0.46,4,4,No
48,149851,714,26,33755,0.16,5,3,Yes
51,131077,807,22,113473,0.25,3,4,Yes
41,136519,452,9,291946,0.29,5,3,No
62,70624,402,14,69771,0.71,3,5,Yes
52,29628,364,2,311043,0.63,5,4,No
23,20329,416,7,178044,0.67,5,3,No
36,58619,455,28,394139,0.09,4,4,No
47,27032,381,17,204714,0.48,5,0,No
24,68094,817,26,172776,0.8,3,2,Yes
27,58034,366,10,245370,0.64,5,5,No
58,122658,537,6,342338,0.14,0,4,No
49,141123,625,18,480092,0.56,5,0,Yes
51,142666,366,24,114484,0.61,2,2,No
45,106158,475,6,210069,0.44,5,1,No
32,75264,777,30,320102,0.11,1,5,Yes
47,114120,554,24,355613,0.08,4,5,Yes
54,67850,362,1,47491,0.75,2,4,No
46,24722,702,5,13495,0.24,3,1,Yes
39,37772,491,4,70181,0.33,0,2,No
21,106105,628,13,233899,0.65,5,2,Yes
37,61679,370,17,184184,0.57,5,4,No
49,88771,362,3,280241,0.78,3,0,No
53,24576,596,3,419748,0.12,4,4,No
21,46707,544,23,167182,0.58,3,0,No
44,119404,818,12,184615,0.11,0,4,Yes
34,61632,692,22,449300,0.05,5,0,No
29,61476,476,28,45702,0.14,3,3,No
39,137220,503,20,460564,0.51,3,0,No
34,50285,832,24,394045,0.56,5,0,Yes
27,44154,427,0,160789,0.38,3,2,No
18,40054,494,19,323085,0.08,5,1,No
39,37165,493,4,371223,0.53,3,4,No
43,34439,483,23,112304,0.11,0,2,Yes
35,138211,546,2,350011,0.16,1,1,No
31,64518,623,29,459511,0.43,2,2,No
64,108051,459,27,131292,0.31,4,5,No
46,46962,365,20,48252,0.4,1,2,No
29,73934,553,18,317061,0.53,0,4,No
53,128085,582,12,114419,0.17,4,5,No
52,57763,359,6,495383,0.72,4,3,No
29,136189,417,9,241548,0.47,5,2,No
24,130290,722,2,288543,0.07,5,4,Yes
46,84094,335,22,358194,0.52,3,0,No
28,130814,830,29,7496,0.4,2,1,Yes
50,39464,390,1,35985,0.58,5,4,No
23,62036,600,6,483698,0.64,2,3,No
64,143980,516,8,120950,0.75,0,4,No
32,115949,397,27,109697,0.8,5,4,No
49,53270,755,20,419650,0.46,1,0,Yes
28,62299,830,11,43178,0.47,3,1,Yes
40,105805,837,21,300454,0.07,2,5,Yes
43,51541,327,28,81407,0.7,3,1,No
51,93545,623,9,411606,0.07,1,3,Yes
63,102543,522,26,81682,0.52,4,5,No
51,111998,379,18,126352,0.12,1,5,No
46,149188,757,12,53577,0.26,4,1,Yes
21,97078,475,9,94643,0.16,1,0,Yes
34,102970,821,4,56933,0.15,3,3,Yes
52,49765,756,28,282623,0.11,1,0,Yes
30,43769,722,14,343863,0.29,5,0,No
58,108001,399,20,351676,0.37,2,5,No
56,107404,702,2,426440,0.4,2,4,Yes
32,40156,679,7,186423,0.38,0,4,No
46,105836,830,5,474061,0.44,5,4,No
46,138706,631,28,152245,0.69,2,5,Yes
28,70481,617,18,343552,0.52,2,2,No
49,33435,836,16,44800,0.06,4,0,Yes
19,89650,388,9,495698,0.18,5,1,No
64,66336,810,0,163496,0.31,3,3,Yes
31,56135,341,12,158779,0.76,3,2,No
37,93631,688,26,468440,0.11,4,4,Yes
39,57909,380,9,17854,0.58,2,5,No
28,89487,701,11,370234,0.07,1,2,No
44,41468,406,1,139753,0.32,4,5,No
20,112609,410,9,419829,0.63,3,2,No
34,67655,576,20,287023,0.31,0,0,No
61,54341,513,22,273222,0.37,3,0,Yes
45,131663,805,0,119166,0.73,1,5,Yes
46,84182,420,0,312605,0.1,3,1,No
38,71786,433,19,364036,0.45,4,3,No
64,88304,670,28,57314,0.32,0,3,Yes
33,123606,556,25,32941,0.77,3,4,No
54,66514,479,14,399632,0.65,4,1,No
37,140938,347,21,221100,0.14,4,3,No
23,53979,318,24,259468,0.75,4,2,No
36,110887,345,0,161497,0.21,0,2,No
22,100981,750,26,258589,0.11,4,3,Yes
20,75107,355,25,129781,0.46,0,2,No
18,148842,391,20,497427,0.6,5,5,No
55,134119,381,8,144579,0.59,1,2,No
32,21160,378,23,196659,0.45,1,5,No
51,107897,582,6,389405,0.42,1,4,No
52,92577,610,15,280717,0.78,5,2,No
42,104303,459,15,194923,0.67,4,5,No
41,30846,615,12,164770,0.57,0,3,No
29,149861,455,9,440694,0.2,5,0,No
35,124180,767,17,328638,0.66,1,2,Yes
32,39924,761,8,23318,0.61,2,3,Yes
61,131193,416,11,174791,0.79,1,2,No
33,33882,663,28,468096,0.15,4,1,Yes
44,100274,765,23,363672,0.59,5,5,Yes
25,106555,483,12,241802,0.78,2,4,No
63,21095,465,10,80529,0.4,5,0,No
42,124205,374,14,44102,0.6,3,5,No
34,60983,571,9,24006,0.78,2,2,No
46,131215,802,9,276192,0.46,3,3,Yes
25,34123,642,8,420165,0.57,2,0,No
32,113668,550,24,211676,0.07,0,2,Yes
44,86615,429,24,22909,0.44,2,1,Yes
63,115193,657,2,429551,0.24,1,3,No
24,65278,707,22,39184,0.15,3,4,Yes
20,117911,794,15,459039,0.58,3,2,Yes
46,110290,781,11,328359,0.08,5,3,Yes
61,71999,377,16,203402,0.73,1,2,No
41,51153,813,24,163713,0.44,0,4,Yes
20,38344,620,29,335400,0.54,2,1,No
37,119777,589,14,11826,0.24,0,5,Yes
63,57656,596,24,361460,0.19,1,4,Yes
32,90515,774,2,306707,0.23,2,4,No
42,149515,322,4,57828,0.22,1,4,No
47,21212,471,27,108380,0.7,3,5,No
31,140385,617,12,118766,0.64,3,0,Yes
24,29001,492,23,11369,0.69,3,3,No
34,98784,417,5,46312,0.6,4,2,No
61,118723,305,25,376871,0.53,4,5,No
37,101144,782,25,243995,0.45,3,1,Yes
53,56427,431,8,141898,0.25,4,2,No
26,51368,392,29,135371,0.58,4,0,No
55,90819,821,28,400408,0.15,5,1,Yes
39,81160,593,18,391801,0.43,1,0,No
19,45854,691,27,418136,0.2,5,2,Yes
41,30715,548,6,118554,0.43,2,1,Yes
25,101701,716,12,421899,0.27,3,5,No
28,78784,442,21,30692,0.09,5,2,No
30,149193,536,29,236696,0.43,5,3,Yes
34,119644,586,30,488007,0.19,4,0,No
25,46797,576,4,87453,0.17,1,3,No
38,67573,686,15,14409,0.34,1,3,Yes
35,96120,681,3,217137,0.32,5,2,Yes
47,34780,749,4,19795,0.7,2,2,No
35,57905,590,28,343860,0.47,1,4,Yes
63,41573,468,19,195644,0.69,0,4,No
64,136049,742,18,157807,0.16,0,1,Yes
48,149651,483,22,482115,0.32,3,2,No
55,53359,344,5,482212,0.47,5,0,No
49,86062,567,3,390555,0.16,2,2,No
28,93391,775,24,49036,0.15,5,2,Yes
62,63463,552,0,473888,0.55,0,5,No
42,119596,695,16,58387,0.54,2,3,Yes
50,136342,588,8,475043,0.23,3,3,No
55,115018,511,15,371689,0.22,1,4,No
58,36571,320,22,476301,0.61,1,5,No
25,117276,615,1,17021,0.14,1,1,Yes
28,148568,737,10,74650,0.74,0,1,Yes
39,39142,722,25,73120,0.76,2,2,Yes
41,45104,532,4,14740,0.7,0,5,No
58,28625,422,12,235864,0.21,4,0,No
34,59199,513,19,483795,0.06,2,3,No
29,140725,339,16,191626,0.75,3,0,No
63,35926,631,27,232351,0.31,0,5,Yes
49,51218,481,28,149391,0.28,1,3,Yes
32,64472,564,24,234603,0.25,1,5,Yes
33,111916,832,14,353535,0.23,1,5,Yes
39,143182,731,21,403458,0.6,0,2,Yes
45,40566,495,26,51169,0.73,0,1,No
37,76125,808,28,266932,0.64,1,5,Yes
50,53205,746,29,225615,0.56,1,2,Yes
27,129084,827,11,68711,0.27,1,3,Yes
57,49717,501,5,427623,0.46,4,5,No
49,69984,432,19,58504,0.23,0,1,Yes
50,127292,438,12,478602,0.13,1,0,Yes
19,45135,792,17,419528,0.14,3,0,Yes
50,48164,369,23,346774,0.5,1,4,No
50,94489,314,14,119481,0.08,0,0,No
58,58562,511,14,372763,0.78,3,4,No
30,89110,359,7,119050,0.8,5,1,No
47,40169,551,18,17988,0.16,5,2,No
50,79858,745,22,345878,0.37,5,5,No
30,41604,301,13,202306,0.63,0,5,No
43,109670,635,6,202045,0.77,0,2,No
39,134605,318,13,223811,0.72,0,5,No
56,108738,377,4,283139,0.24,2,1,No
19,20684,771,14,371628,0.11,3,5,No
55,148140,327,20,145948,0.27,4,5,No
56,122537,464,14,285681,0.38,4,1,No
43,135265,757,23,476654,0.32,2,3,Yes
63,131301,475,3,256798,0.63,0,0,No
32,28007,328,0,322304,0.24,4,0,No
51,134915,578,16,93295,0.69,3,0,No
59,120632,582,24,491242,0.22,1,4,Yes
61,137419,778,19,131097,0.32,3,0,Yes
57,61787,818,0,223128,0.39,0,5,No
28,69582,604,15,403494,0.27,3,5,No
20,94791,408,12,169799,0.62,5,3,No
23,117798,623,17,15031,0.36,0,2,Yes
26,103629,505,9,67745,0.72,3,2,No
23,25782,533,22,357533,0.77,2,5,No
26,86770,757,17,353284,0.69,3,4,No
56,77645,486,16,254516,0.44,5,3,No
48,123509,781,25,373035,0.43,4,1,Yes
49,119724,706,29,358599,0.21,1,5,Yes
58,51996,808,8,484906,0.49,2,2,Yes
29,49204,819,13,79442,0.76,3,3,Yes
25,37152,352,20,215906,0.11,0,1,No
25,75186,697,29,375145,0.61,2,4,Yes
45,127900,498,12,254681,0.7,4,5,No
37,110555,690,19,56866,0.79,1,0,Yes
64,105024,797,19,334027,0.3,5,5,Yes
24,122659,471,30,468760,0.32,1,3,No
28,39689,385,13,60237,0.22,3,5,No
37,70690,485,10,291697,0.64,5,2,No
33,114042,455,12,228626,0.16,4,4,No
21,103251,792,16,403084,0.25,4,5,Yes
23,77320,820,2,101441,0.27,1,3,Yes
39,84226,429,28,140032,0.33,1,4,Yes
43,76091,380,0,462169,0.37,4,1,No
20,126565,683,20,408160,0.47,1,3,Yes
58,99301,594,4,466257,0.76,0,5,Yes
59,41942,568,24,190320,0.24,1,5,Yes
31,58712,834,12,421975,0.63,0,0,Yes
28,146315,677,23,416337,0.56,5,1,Yes
35,125430,675,4,181201,0.14,1,0,Yes
29,85277,387,4,381291,0.66,2,4,No
40,69632,410,22,382940,0.12,2,0,No
29,58031,453,11,351743,0.6,5,1,No
30,40478,762,1,448405,0.59,5,1,Yes
42,42551,455,28,429775,0.57,2,1,No
62,68068,617,22,141832,0.26,5,5,No
36,113608,537,15,112407,0.48,0,4,Yes
63,55561,633,16,214689,0.62,0,2,Yes
53,22892,405,29,383928,0.53,3,4,No
62,119502,781,4,250161,0.65,3,1,Yes
25,44395,681,30,393037,0.57,1,4,No
46,38756,560,11,300270,0.26,0,3,No
49,136580,592,14,35961,0.16,2,3,Yes
61,107710,634,27,240329,0.52,2,2,Yes
35,54651,775,5,432060,0.62,2,4,Yes
23,140155,524,12,281232,0.16,1,5,No
35,86333,753,10,143308,0.18,0,4,Yes
36,93745,595,29,371119,0.06,5,3,Yes
39,126539,762,25,59967,0.45,1,1,Yes
54,69306,513,16,92684,0.46,5,0,Yes
49,41346,457,30,261055,0.43,4,1,No
58,133561,571,8,108278,0.29,4,2,No
20,48024,537,24,237903,0.37,3,0,No
45,114950,602,15,318598,0.62,5,1,No
27,138768,820,16,443276,0.19,0,4,Yes
52,60818,620,19,178636,0.2,5,5,Yes
46,25947,358,30,38843,0.55,5,4,No
32,95153,657,23,156504,0.7,2,3,Yes
50,106240,550,17,480464,0.31,0,4,Yes
24,147192,735,12,19433,0.75,5,4,Yes
29,146519,445,28,163880,0.09,5,2,No
47,114238,651,10,303389,0.14,5,5,Yes
38,87428,544,12,87922,0.39,3,0,No
48,49754,600,23,460438,0.59,2,1,No
41,83355,737,25,226760,0.33,1,1,Yes
37,78241,399,12,423118,0.47,2,2,No
54,88960,779,11,496414,0.07,5,0,Yes
21,149958,714,13,126074,0.4,5,4,Yes
45,147420,464,12,391551,0.23,4,5,No
61,127754,601,24,19702,0.44,1,2,Yes
37,33418,420,8,106125,0.44,5,4,No
41,115422,387,13,200283,0.61,2,1,No
49,120319,516,0,49185,0.45,1,2,Yes
58,108593,478,8,97393,0.51,4,5,Yes
53,75184,462,3,181779,0.45,4,2,No
51,24833,469,27,482516,0.79,0,2,No
53,95430,600,11,79222,0.64,5,1,No
19,134246,673,23,129018,0.62,4,5,Yes
32,61833,502,28,269560,0.52,4,1,No
51,20565,346,13,391380,0.45,4,3,No
53,60180,762,8,358409,0.31,5,5,Yes
23,38402,707,2,430887,0.64,3,1,No
56,62845,493,5,385081,0.19,4,5,No
59,95851,726,2,465894,0.08,0,1,Yes
29,32834,616,0,483524,0.57,1,4,No
20,87850,778,25,266002,0.16,3,1,Yes
62,57180,720,21,125003,0.73,1,5,No
35,23883,568,20,489129,0.63,1,0,No
57,129688,780,2,244610,0.5,0,4,Yes
38,95587,562,29,5207,0.29,3,5,No
32,126520,725,13,343526,0.53,5,5,Yes
50,31695,465,19,111968,0.41,2,5,No
52,147135,727,1,186862,0.27,4,3,Yes
43,43123,696,11,288655,0.76,1,0,Yes
25,78481,515,25,422927,0.17,1,3,Yes
53,93438,406,9,396777,0.62,0,2,No
47,131491,397,12,184086,0.65,5,2,No
40,149525,781,29,369804,0.76,0,2,Yes
59,37573,798,19,423962,0.46,0,1,Yes
61,141844,529,3,259409,0.45,3,1,No
31,114910,556,18,142096,0.74,5,4,No
31,76494,342,21,166464,0.65,4,0,No
19,32288,541,0,110909,0.62,3,0,No
54,66978,394,24,497956,0.64,0,5,No
22,92420,487,10,442747,0.42,0,2,No
55,137845,684,25,289903,0.08,5,2,Yes
62,96095,699,15,359404,0.2,5,5,Yes
58,74672,805,18,66586,0.53,1,1,Yes
64,81821,466,18,443988,0.35,3,3,No
31,103661,424,11,243074,0.51,3,5,No
56,89224,386,2,409013,0.46,5,0,No
42,109405,788,22,257007,0.38,4,0,Yes
37,132418,525,23,64727,0.23,3,3,Yes
19,123673,644,17,95557,0.59,5,0,Yes
56,74796,817,16,368229,0.73,4,0,Yes
23,64706,330,4,234819,0.63,2,1,No
34,148554,595,15,185341,0.14,5,0,Yes
42,143777,713,23,309644,0.45,4,2,Yes
45,24023,434,13,263976,0.68,0,2,No
19,134286,824,18,114266,0.49,2,4,Yes
52,102636,303,5,234942,0.38,1,1,No
54,56735,477,2,287130,0.26,1,1,Yes
22,92959,558,30,154392,0.3,1,2,Yes
18,59218,364,5,435167,0.23,0,1,No
57,32213,662,11,307838,0.2,5,1,Yes
29,121519,316,19,178684,0.49,1,4,No
53,142513,499,29,451939,0.43,4,3,Yes
62,118694,843,10,436785,0.6,5,5,Yes
40,48460,511,30,379244,0.28,0,0,No
64,144579,734,6,479773,0.4,3,4,Yes
48,84680,572,26,189614,0.56,0,3,No
28,137725,589,25,419415,0.77,0,0,Yes
27,51017,782,0,338180,0.31,3,2,Yes
20,118536,533,15,296810,0.27,4,3,No
31,112038,707,15,141474,0.39,2,0,Yes
33,50990,445,16,224979,0.59,3,4,No
27,39515,729,14,42549,0.77,0,0,Yes
46,49991,731,20,499206,0.45,1,1,Yes
27,27634,844,8,151587,0.66,3,5,No
29,97034,796,4,219195,0.4,3,0,Yes
47,96452,388,19,395054,0.08,2,2,No
58,49377,710,7,114433,0.72,0,4,Yes
18,53001,540,28,208665,0.27,1,3,No
22,21391,522,20,200670,0.15,1,0,Yes
37,85206,767,0,259357,0.8,2,4,No
25,129388,621,6,279243,0.31,5,2,Yes
60,62215,674,10,119159,0.15,1,5,Yes
29,99720,411,30,379026,0.28,4,3,No
18,47114,826,19,27097,0.44,3,0,Yes
37,31882,711,25,75719,0.12,3,2,Yes
45,133142,568,20,451582,0.31,1,1,Yes
60,37273,551,12,418679,0.55,1,4,Yes
54,126206,673,21,54094,0.74,1,4,Yes
64,65647,749,12,363740,0.35,3,0,Yes
54,102665,836,6,21696,0.47,1,2,Yes
29,84892,667,10,275498,0.53,4,3,No
54,62679,554,17,416128,0.1,4,3,No
61,20427,762,30,181420,0.31,3,3,Yes
45,116952,567,29,230969,0.56,5,3,No
64,149669,425,30,289024,0.6,0,0,No
32,86267,692,0,113061,0.32,0,0,Yes
23,20799,633,11,348440,0.06,0,4,No
61,75659,667,2,75304,0.06,4,2,Yes
37,114409,755,25,28951,0.45,2,1,Yes
31,27025,366,27,169238,0.46,0,0,No
19,34481,365,0,380692,0.47,2,3,No
26,45411,699,3,191854,0.59,3,1,No
54,116894,586,5,459146,0.74,4,4,No
37,125928,485,4,153503,0.79,5,3,No
43,143014,583,28,285470,0.58,0,5,Yes
46,34961,815,10,163778,0.44,4,2,Yes
18,41767,536,19,300151,0.16,3,1,No
52,140895,317,22,228542,0.34,4,4,No
23,71690,713,12,44232,0.48,1,0,Yes
54,72870,308,10,38439,0.8,0,2,No
22,126536,719,26,495976,0.15,4,3,Yes
50,56135,328,5,318915,0.64,5,1,No
31,84514,647,18,422519,0.8,4,4,No
29,106928,749,24,40229,0.65,4,1,Yes
59,148705,679,14,229577,0.63,3,2,Yes
37,98798,665,20,455961,0.24,0,0,No
41,90765,526,12,318402,0.05,5,0,No
60,43772,417,9,287676,0.22,0,5,No
51,38799,711,0,235463,0.64,1,2,No
42,132051,655,12,339456,0.13,1,3,Yes
46,149941,553,5,145406,0.27,4,1,Yes
56,43555,842,20,386213,0.47,0,3,Yes
48,112152,743,25,129945,0.48,0,4,Yes
64,147219,380,23,173964,0.46,4,3,No
60,39333,345,19,33484,0.79,2,5,No
40,24261,348,11,33831,0.06,0,2,No
61,139833,748,16,246527,0.42,4,5,Yes
55,89002,706,26,251156,0.43,4,0,Yes
37,66553,582,17,159737,0.27,2,5,Yes
40,23088,772,23,296349,0.44,1,2,No
62,65783,715,25,252315,0.55,5,2,Yes
33,21115,420,7,339734,0.55,4,1,No
59,90114,302,28,179540,0.12,0,2,No
25,88126,615,13,133609,0.65,1,4,No
38,92908,759,4,266736,0.75,1,1,No
18,89109,526,21,459941,0.14,1,1,No
25,22978,378,1,464780,0.36,4,3,No
46,128943,843,26,408584,0.43,0,5,Yes
49,29422,370,27,288579,0.15,5,2,No
55,63626,496,24,218662,0.43,2,3,No
22,109233,357,30,119426,0.21,3,3,No
64,76174,723,21,435578,0.75,3,5,No
39,116356,768,27,216219,0.39,1,1,Yes
64,57743,347,24,411610,0.8,3,3,No
51,90461,734,10,105159,0.08,3,3,Yes
18,77199,484,25,395261,0.15,4,1,No
43,149000,464,2,119623,0.38,2,1,Yes
60,142778,630,21,101284,0.71,3,0,Yes
27,49430,629,25,495476,0.47,5,2,No
47,48834,420,15,385261,0.6,5,0,No
35,44435,512,20,445969,0.37,2,5,No
34,107212,806,15,321572,0.08,3,1,Yes
43,75797,467,8,179110,0.54,5,4,No
25,63554,845,12,454354,0.53,1,3,No
64,74555,726,9,490334,0.1,1,3,Yes
57,105350,520,30,215205,0.18,5,1,Yes
29,34716,309,16,14880,0.41,2,3,No
44,80261,419,24,419031,0.38,2,0,No
25,47528,546,20,480705,0.61,2,3,No
42,21995,659,16,355520,0.34,2,4,No
63,42414,520,9,214494,0.55,0,2,No
21,33844,805,7,448514,0.58,1,5,No
50,56659,357,6,475718,0.53,3,5,No
18,35522,759,13,423656,0.5,0,5,No
36,125449,427,21,142586,0.65,2,0,No
48,149632,385,17,304812,0.54,3,2,No
33,94034,403,20,312513,0.68,1,2,No
31,62322,442,18,54179,0.53,2,4,No
22,87638,504,17,266274,0.17,4,5,No
58,121334,337,13,315213,0.28,2,4,No
43,28524,662,9,206957,0.3,3,4,No
45,50846,608,0,266668,0.12,1,4,No
19,93643,351,8,333709,0.57,2,5,No
23,80096,300,17,470368,0.5,1,0,No
26,134930,310,12,301908,0.49,0,4,No
50,103804,513,26,448709,0.41,4,0,No
58,67703,817,16,424040,0.46,5,3,Yes
42,44399,714,29,200616,0.06,5,2,Yes
30,95160,307,22,228320,0.12,0,5,No
26,112662,304,24,315605,0.56,5,3,No
30,108667,661,21,416687,0.25,4,3,No
48,143182,411,15,423472,0.13,0,1,No
58,68591,572,23,38142,0.3,1,5,Yes
28,40714,721,30,49329,0.24,1,3,Yes
21,126167,564,10,139117,0.07,0,3,No
51,55877,757,22,150800,0.36,3,1,Yes
55,104106,511,8,34713,0.07,0,5,Yes
63,98018,377,6,84374,0.05,2,3,Yes
21,119854,520,28,27659,0.64,3,1,No
55,79136,668,21,240325,0.29,1,0,No
36,53414,646,0,497325,0.48,0,2,Yes
23,140832,324,8,404568,0.27,3,4,No
51,106576,719,9,355710,0.75,2,3,No
35,98943,653,15,103582,0.6,4,0,No
30,143592,716,20,465157,0.33,1,2,Yes
58,65468,814,28,46747,0.21,3,0,Yes
40,118841,514,17,208758,0.15,5,1,No
36,99702,411,30,296767,0.62,3,0,No
62,92108,727,13,22716,0.39,5,3,Yes
28,118538,515,27,209673,0.22,3,3,Yes
18,112508,712,10,410780,0.74,0,5,No
41,66835,679,23,24531,0.34,1,4,Yes
24,83333,531,28,261297,0.46,1,4,Yes
42,62464,557,3,45760,0.69,0,3,No
38,132454,555,29,8449,0.68,0,0,Yes
32,42923,702,18,365880,0.53,5,5,No
18,136062,723,12,258786,0.72,5,5,No
29,81855,364,0,300921,0.76,5,3,No
24,87445,489,20,12279,0.75,0,0,Yes
32,143795,472,18,443025,0.31,2,3,No
38,130454,526,14,10191,0.35,3,2,Yes
36,141906,687,19,341188,0.23,2,0,No
46,118384,700,14,249756,0.68,1,1,No
42,87619,512,24,272451,0.14,0,1,Yes
50,66146,352,10,140288,0.32,3,4,No
49,80032,438,29,465117,0.06,5,2,No
52,133521,717,22,372244,0.5,4,1,Yes
61,136378,442,26,459959,0.54,3,3,No
55,37140,808,4,407343,0.24,4,1,No
43,22670,785,23,90438,0.6,3,3,Yes
28,56519,736,21,115283,0.34,0,2,Yes
52,64512,842,9,433752,0.28,4,5,Yes
25,77811,592,17,267639,0.77,4,5,No
63,123565,583,6,74128,0.49,1,5,Yes
31,34691,313,0,334912,0.24,3,4,No
27,125156,571,2,459578,0.79,2,5,No
19,54262,324,27,45816,0.34,5,1,No
63,74892,621,0,417535,0.54,2,4,No
26,45595,402,29,200367,0.59,1,5,No
20,77207,339,30,347347,0.37,1,5,No
38,148590,534,16,18000,0.45,1,2,Yes
43,135589,388,14,142791,0.23,0,0,Yes
25,53440,399,4,74981,0.4,0,5,No
19,28630,443,21,315085,0.28,0,2,No
23,51250,381,15,105671,0.46,0,2,No
45,114334,528,11,474528,0.55,1,2,Yes
46,149228,694,18,44323,0.51,1,0,Yes
43,128572,812,13,218897,0.63,0,0,Yes
42,118748,496,2,193392,0.08,0,2,No
29,127461,573,18,147491,0.11,4,0,Yes
22,97518,671,0,209508,0.2,3,3,Yes
51,94191,379,20,31403,0.79,4,2,No
54,84791,534,0,33298,0.65,3,5,Yes
32,104118,586,25,228764,0.74,0,1,Yes
61,120591,844,9,304509,0.25,0,3,Yes
53,83753,736,2,356717,0.48,5,2,No
32,130261,426,12,444449,0.47,0,1,No
60,80520,716,5,468761,0.48,4,5,Yes
40,24008,340,10,77771,0.59,1,1,No
23,64464,768,5,489843,0.35,3,4,Yes
63,127408,596,2,454576,0.56,5,4,Yes
61,20496,341,15,329110,0.64,4,1,No
60,119767,578,8,43056,0.27,5,2,Yes
62,148747,758,7,324109,0.76,0,2,Yes
38,43212,332,26,379762,0.44,1,2,No
40,40637,575,2,69237,0.6,4,2,No
60,65227,389,4,147267,0.6,3,1,No
33,102413,823,20,259063,0.47,5,5,Yes
64,139753,459,30,437590,0.29,5,0,No
32,140118,757,13,330683,0.55,5,0,No
42,103346,698,4,162320,0.12,0,5,Yes
53,29884,390,18,187526,0.79,3,5,No
28,136481,765,4,424442,0.19,5,2,Yes
32,88259,519,20,258085,0.26,0,4,No
21,69810,718,19,91315,0.77,0,1,Yes
38,149926,678,19,81202,0.19,2,0,Yes
30,24761,746,1,353059,0.18,3,5,No
39,93166,445,24,36709,0.65,1,1,No
36,147342,532,30,119439,0.24,0,4,Yes
51,36375,670,6,441066,0.12,1,5,No
31,127045,533,0,494570,0.22,4,1,No
21,45218,666,20,390144,0.72,0,4,Yes
63,50565,780,17,307681,0.26,5,5,Yes
44,122654,662,9,393125,0.57,0,4,No
46,52975,810,5,199530,0.35,5,3,Yes
64,47073,394,6,35949,0.25,0,5,No
45,89726,515,11,380434,0.16,5,4,No
52,21883,842,17,161925,0.78,1,3,Yes
25,88422,434,10,235803,0.44,2,5,No
33,69629,382,21,420213,0.14,3,5,No
59,84170,690,30,171942,0.2,0,4,Yes
53,94489,346,28,63529,0.36,3,4,Yes
47,28381,691,18,330515,0.46,5,1,No
35,43238,684,24,317751,0.19,3,3,No
19,33795,680,30,456739,0.26,5,5,No
30,115964,376,3,170186,0.64,3,0,No
21,82999,558,18,439804,0.36,5,0,No
43,69907,698,12,317510,0.05,1,1,Yes
42,29638,399,26,34871,0.09,5,0,No
47,90467,800,18,465713,0.38,3,0,Yes
28,62623,682,1,253755,0.1,4,4,No
24,58492,491,27,238988,0.18,5,2,No
48,46411,644,8,329428,0.6,1,2,No
61,130724,309,7,113043,0.41,1,0,No
27,40534,563,20,403906,0.41,4,1,No
56,122364,567,13,151240,0.5,2,1,Yes
30,49181,494,29,444091,0.64,2,3,No
48,123069,706,28,253618,0.17,5,1,Yes
24,39996,595,8,469210,0.18,0,1,No
59,92089,396,12,70116,0.14,2,4,Yes
59,125682,761,17,490694,0.75,0,4,Yes
53,103609,386,5,394230,0.48,3,5,No
37,136004,376,22,146105,0.12,0,0,No
21,92666,782,21,340727,0.22,2,5,Yes
24,49405,445,30,9902,0.59,0,1,Yes
18,121490,410,2,127793,0.07,1,2,Yes
61,146900,596,9,399712,0.59,2,1,Yes
62,91325,725,29,66263,0.73,0,1,Yes
59,48930,633,9,294808,0.09,2,0,Yes
64,134426,822,9,309347,0.19,4,2,Yes
30,37529,837,8,271726,0.05,2,0,Yes
39,73546,461,29,296626,0.13,4,1,No
38,27942,729,30,433027,0.51,0,2,Yes
39,27548,368,11,172216,0.08,4,1,No
45,135248,432,23,308620,0.37,2,5,Yes
26,38296,488,30,299016,0.43,1,0,No
43,71016,578,7,87754,0.73,4,0,Yes
26,117780,729,23,415223,0.41,2,4,Yes
32,20296,841,8,186271,0.16,1,2,No
27,87945,460,16,317860,0.27,3,4,No
41,79980,752,7,484118,0.55,5,5,Yes
59,76782,469,17,100363,0.13,4,2,Yes
25,54229,356,19,118195,0.22,4,3,No
41,116382,539,16,239816,0.8,0,2,No
33,73444,657,27,169336,0.05,3,1,Yes
43,55036,500,5,102143,0.16,0,2,Yes
44,135682,743,9,201302,0.68,0,4,Yes
