Age,Monthly_Charges,Total_Charges,Tenure_Months,Number_of_Services,Support_Calls,Contract_Length,Payment_Delay_Days,Churn
28,47.84,8592.44,22,7,5,24,5,No
24,27.81,2555.04,9,3,0,24,2,No
48,62.32,5305.42,24,1,4,24,22,Yes
61,38.68,9677.11,23,2,5,12,15,Yes
27,112.29,9496.8,61,1,4,36,26,Yes
56,89.38,6995.48,37,6,6,1,1,No
30,38.7,8079.24,45,7,3,1,1,No
48,21.2,2176.05,15,1,4,1,30,Yes
24,125.06,7355.76,57,4,3,12,10,No
66,42.91,6371.48,14,1,8,12,30,Yes
59,98.81,1369.74,52,1,1,1,19,Yes
59,63.8,1575.01,36,7,0,1,10,No
53,96.11,1530.21,27,4,3,1,7,Yes
37,61.03,7381.39,17,4,5,12,18,No
21,31.3,1846.29,41,5,9,36,23,No
24,48.98,4943.46,4,1,7,36,22,Yes
18,44.45,3891.33,3,3,3,36,20,Yes
61,75.64,5729.79,19,4,0,24,14,Yes
62,105.58,7211.53,41,2,8,24,27,Yes
59,54.29,7004.86,40,5,2,12,19,No
64,21.57,5397.44,58,7,5,36,13,No
30,87.46,4911.18,39,5,9,36,25,Yes
39,98.75,4279.25,7,1,7,24,25,Yes
38,145.17,8688.14,36,6,10,36,17,Yes
39,96.63,3643.09,20,3,4,1,24,Yes
45,81.25,2963.98,29,6,10,24,19,Yes
26,94.54,7561.5,68,6,6,1,4,No
43,140.63,3917.75,66,7,10,36,1,No
26,127.69,8546.49,47,4,10,12,1,No
32,61.99,3614.94,23,2,9,36,1,Yes
27,50.84,7168.48,6,1,8,12,25,Yes
41,54.14,928.54,18,7,0,1,1,No
59,85.57,4162.85,53,3,10,1,8,Yes
25,116.73,3760.69,22,1,7,36,28,Yes
41,85.42,8258.45,68,1,1,24,11,No
33,28.81,9687.03,35,5,0,1,20,No
66,114.07,4878.37,9,6,3,12,26,Yes
43,124.78,8335.94,31,2,5,12,21,Yes
44,57.63,7147.1,43,2,7,24,19,Yes
54,106.34,9690.17,17,2,0,36,17,No
21,75.46,8205.53,51,2,0,1,2,Yes
67,135.59,1236.04,66,4,9,36,29,Yes
41,129.88,7276.18,24,4,1,1,18,Yes
36,88.31,5587.25,15,2,8,36,30,Yes
53,109.9,656.14,28,7,3,24,15,Yes
56,134.84,2887.47,3,3,6,12,10,Yes
27,84.44,9256.67,29,4,2,36,26,No
42,60.72,9297.58,52,4,10,36,25,No
35,117.98,8089.08,54,7,0,1,23,Yes
36,48.61,9826.91,58,7,0,36,23,No
53,70.51,8162.18,45,7,8,36,14,No
27,132.54,596.94,50,3,3,24,21,Yes
50,114.17,3234.43,22,2,10,36,10,Yes
67,72.5,790.93,52,7,2,24,28,No
22,47.92,1394.03,53,1,4,24,9,No
64,66.28,2578.99,31,7,0,24,26,No
66,56.93,5283.81,71,4,2,1,23,No
52,42.89,8551.55,48,1,3,24,18,No
61,116.63,8688.68,31,1,5,1,22,Yes
51,52.77,6353.92,4,3,8,12,4,Yes
50,79.04,9317.67,35,2,2,24,13,No
38,70.16,5250.59,67,6,3,36,8,No
34,147.67,8945.84,64,1,4,24,24,No
39,70.84,4813.62,9,2,7,12,20,Yes
65,30.4,3133.64,46,5,8,24,5,No
54,31.68,9205.92,56,6,2,1,0,No
32,96.8,4185.38,56,6,2,12,27,Yes
52,97.92,5282.34,26,6,6,12,29,Yes
45,74.44,3624.18,60,2,8,1,11,Yes
24,76.14,6796.96,72,3,0,1,13,No
49,27.01,9952.8,48,7,0,36,3,No
28,87.15,742.38,58,3,1,12,14,No
27,85.62,9048.56,63,5,5,24,16,No
26,39.44,537.3,58,7,2,1,19,No
31,33.5,3960.16,3,7,7,36,11,No
30,36.06,2101.76,7,3,4,1,0,No
42,33.13,7694.75,52,2,2,1,12,No
19,99.26,980.8,62,6,7,36,29,No
52,45.54,5758.11,2,2,7,12,9,Yes
24,52.69,3301.8,33,6,1,24,3,No
38,42.56,1769.87,12,2,4,1,5,Yes
35,144.52,7832.27,48,7,2,12,8,No
20,131.1,2565.46,53,3,6,36,17,Yes
59,49.96,2624.91,41,2,1,36,1,No
56,62.58,3113.23,58,4,8,36,5,No
58,47.29,6074.28,68,6,1,12,10,No
66,83.94,6766.83,23,7,10,24,25,Yes
28,22.55,667.22,36,7,1,12,27,No
56,107.28,2797.76,21,6,5,12,12,No
41,88.01,4594.22,72,5,2,36,5,No
63,136.82,3653.78,55,4,2,1,11,No
36,41.37,8899.62,56,2,9,1,18,Yes
21,124.53,7983.23,13,3,1,36,17,Yes
43,122.95,6445.96,22,5,4,1,29,Yes
55,36.53,3711.4,7,4,10,36,18,No
59,71.81,7156.39,24,2,4,12,27,Yes
49,42.12,8514.56,61,7,6,36,11,No
56,53.11,6150.89,5,7,7,24,19,Yes
62,54.22,7952.38,50,3,7,24,12,No
63,92.31,7616.5,62,2,2,24,19,No
53,73.48,5931.5,55,6,5,12,22,No
57,143.21,3465.74,26,4,4,1,3,Yes
54,36.43,7584.93,10,4,3,12,25,Yes
50,146.58,2464.57,11,5,9,1,29,Yes
53,49.98,7905.14,40,7,5,12,21,No
20,120.47,8143.19,11,3,3,12,5,Yes
26,64.07,8310.38,4,1,7,24,12,Yes
25,38.6,4992.7,2,2,8,12,29,Yes
50,131.53,2328.57,39,3,0,24,9,No
23,60.15,1447.37,23,1,0,12,2,No
58,105.65,7561.93,45,3,3,36,8,No
56,93.64,8919.48,42,2,5,24,14,No
21,81.33,6682.96,42,2,7,36,29,Yes
30,84.46,1869.52,29,5,0,12,25,Yes
66,115.19,9381.52,16,4,2,12,29,Yes
19,31.41,9896.47,67,4,3,36,4,No
22,106.86,4617.1,60,4,9,1,25,Yes
61,136.46,6150.84,4,5,1,1,30,Yes
44,27.51,7883.67,16,4,8,1,30,Yes
49,38.28,7495.7,41,3,2,12,24,No
38,113.16,9693.98,6,4,3,1,25,Yes
25,76.85,1591.39,42,4,3,1,21,No
55,72.46,6016.89,57,6,0,12,21,No
25,37.81,7073.35,28,2,4,12,8,No
67,85.88,8955.94,23,5,4,1,28,Yes
20,36.45,8804.04,42,5,1,1,25,No
61,81.96,9791.0,12,7,0,36,14,No
20,119.27,5364.75,64,4,4,12,12,No
39,53.57,8392.23,58,6,4,12,20,No
23,82.5,4559.18,51,7,6,36,2,No
19,148.96,4511.98,29,7,10,24,18,Yes
40,109.26,2906.81,19,1,9,24,1,Yes
61,129.38,8273.25,45,2,9,12,17,Yes
19,73.93,9865.24,54,4,1,12,13,No
55,119.82,2935.25,66,1,7,1,21,Yes
34,25.27,1033.25,72,7,4,24,23,No
52,35.98,8247.65,13,3,4,1,12,Yes
51,46.4,6392.19,65,6,8,24,26,No
40,72.25,9617.14,12,6,1,36,23,No
47,129.95,2896.27,71,2,9,1,7,No
69,65.01,1174.76,14,6,10,36,9,No
25,105.1,5178.2,42,5,1,36,22,No
39,112.21,1311.93,48,1,4,24,1,No
61,96.2,2987.01,24,4,0,12,30,Yes
53,66.44,1696.79,65,1,10,12,9,Yes
22,95.02,2629.26,17,5,4,36,26,Yes
30,64.49,1508.37,38,3,4,12,1,No
46,30.9,9562.11,28,1,7,1,28,Yes
48,149.06,3146.35,33,4,5,24,25,Yes
64,36.53,4717.03,24,1,10,1,22,Yes
33,29.41,9036.81,70,6,5,12,3,No
59,134.21,6934.56,4,3,4,36,21,Yes
47,59.24,6371.36,33,1,4,24,8,No
33,104.54,7202.85,10,3,7,36,20,Yes
29,62.77,8373.81,36,7,0,24,9,No
34,70.89,8837.86,31,3,8,1,3,No
33,54.07,6605.08,4,7,5,12,2,Yes
29,64.6,8955.07,8,2,8,1,6,Yes
25,73.39,5586.28,27,2,1,36,22,Yes
37,113.65,3134.26,36,4,2,1,22,No
20,86.5,8860.73,9,4,0,12,15,Yes
33,142.66,5643.99,43,4,4,12,4,Yes
47,25.44,9108.31,24,3,1,1,12,No
62,85.4,881.59,37,3,10,24,9,Yes
40,95.95,4276.4,41,7,0,12,23,No
45,139.63,9504.15,26,2,8,12,26,Yes
68,26.39,2871.68,4,6,10,12,1,Yes
57,94.55,9444.59,1,7,8,12,15,Yes
22,130.97,9562.07,20,7,5,24,19,Yes
37,51.45,8880.35,45,3,10,24,0,No
57,133.92,5854.85,69,7,10,36,5,Yes
61,22.48,6645.92,52,2,7,36,21,No
18,115.22,8761.36,64,1,10,36,18,No
47,141.3,7871.02,21,4,8,1,0,Yes
38,105.44,6485.89,72,4,4,1,27,Yes
37,77.07,9831.46,25,5,1,36,4,No
23,25.83,7013.93,67,6,3,12,11,No
39,139.61,9767.08,26,2,2,36,29,Yes
35,81.14,1045.19,27,5,9,1,16,Yes
25,23.77,1820.12,52,4,6,24,18,No
56,109.68,4788.86,63,5,9,12,7,No
49,82.64,4156.35,45,1,9,12,9,Yes
50,36.16,7935.98,58,7,9,12,24,Yes
33,47.86,2025.83,38,5,7,1,2,No
29,28.38,9772.9,35,1,4,12,8,No
55,94.66,3493.13,46,4,1,12,6,No
69,100.86,4574.78,71,3,8,24,23,Yes
51,85.75,3110.08,3,7,0,12,5,No
31,126.22,6003.95,6,2,4,1,14,Yes
53,131.93,1056.97,13,7,2,12,12,Yes
50,100.03,1921.94,46,5,7,1,13,Yes
40,21.66,7585.08,33,7,7,24,4,No
67,110.38,2271.76,62,6,0,24,25,No
62,74.34,2737.39,63,1,3,12,28,Yes
19,93.52,8033.33,56,6,9,36,23,Yes
58,104.38,1386.36,39,4,7,24,27,No
38,65.53,4656.0,60,6,8,12,29,No
19,139.22,719.1,24,6,8,24,29,Yes
44,37.42,3794.67,50,4,1,24,30,No
26,107.3,7140.32,33,3,8,1,29,Yes
18,20.57,1355.98,7,7,7,36,1,No
28,140.2,8939.18,46,6,10,1,6,Yes
20,34.63,9140.24,62,6,10,12,29,No
69,32.33,1497.41,1,6,8,12,0,Yes
40,63.29,9911.96,65,4,8,1,15,No
43,68.56,3326.53,45,6,2,36,6,No
21,47.86,1298.97,55,7,4,36,14,No
35,96.07,548.14,66,4,10,36,5,No
23,77.58,4380.97,67,3,2,24,19,No
52,24.44,6483.19,54,4,5,12,18,No
39,61.55,3655.7,63,6,9,24,8,No
60,125.36,8448.81,54,7,4,1,21,Yes
32,109.66,7307.76,52,1,1,36,29,Yes
39,114.23,3826.53,54,7,2,24,5,No
54,110.76,7475.94,67,6,6,36,28,Yes
69,60.43,9434.63,37,7,9,24,16,Yes
59,32.96,1384.41,12,5,9,12,4,Yes
29,55.42,3407.99,59,5,4,36,14,No
64,128.13,4901.6,20,7,2,24,27,Yes
66,147.46,5230.91,32,1,3,1,6,Yes
59,84.2,5650.86,71,5,5,24,13,Yes
55,21.26,3355.96,44,7,7,1,19,No
35,38.21,6838.97,66,7,6,1,27,Yes
62,61.87,6628.3,55,7,2,36,29,No
52,95.22,5989.3,16,6,1,12,17,Yes
47,29.76,1580.74,71,4,2,1,30,No
41,142.64,5031.19,68,6,4,1,28,Yes
59,67.46,3884.16,52,5,6,12,24,Yes
47,138.64,5164.87,37,5,7,12,21,Yes
31,121.47,9257.73,46,4,5,12,24,Yes
23,118.21,5065.05,41,7,1,1,23,Yes
20,98.87,632.82,5,5,10,12,30,Yes
33,101.48,4668.95,66,4,1,1,16,No
24,102.94,8296.16,5,3,9,1,17,Yes
69,101.73,7910.58,63,6,10,1,1,No
31,91.98,5377.21,3,3,4,12,28,Yes
26,148.23,2872.81,8,5,10,1,17,Yes
32,115.2,4918.34,26,7,4,36,13,No
38,121.0,5855.17,53,3,0,1,3,No
52,133.42,9998.78,29,7,0,12,6,No
19,48.03,6619.69,14,5,8,12,6,Yes
44,30.89,7095.52,5,7,6,1,0,No
19,82.78,5168.81,27,3,7,1,7,Yes
52,86.83,3867.65,68,5,4,1,19,Yes
35,127.79,8223.05,29,2,2,36,23,Yes
31,77.69,5201.86,3,6,2,12,9,No
37,94.21,9949.56,30,1,2,36,8,No
35,88.52,4842.65,9,6,0,12,6,No
27,24.97,1146.0,1,3,10,24,2,No
42,99.98,6984.49,23,4,10,12,11,Yes
19,127.65,943.09,67,1,2,1,2,No
42,40.48,2879.77,32,7,1,12,4,No
50,97.26,3860.51,6,7,7,12,6,Yes
53,97.17,7525.09,49,5,9,24,29,Yes
48,41.34,5195.24,15,7,9,24,11,Yes
31,36.05,772.14,58,1,5,36,22,Yes
18,147.41,6360.07,53,7,4,36,24,No
63,71.18,4408.64,30,4,0,1,30,Yes
33,49.56,9257.43,40,4,1,36,16,No
63,42.27,5245.84,59,6,1,36,13,No
69,106.79,7235.26,63,7,6,24,2,No
20,99.23,2579.25,48,7,6,1,0,No
52,103.66,7729.25,68,5,5,1,21,Yes
58,31.44,7349.08,7,6,7,36,27,No
23,136.16,9088.78,47,3,3,1,25,No
42,70.6,821.31,43,3,8,1,22,Yes
30,60.74,4751.26,16,2,7,24,17,Yes
51,80.11,6951.98,22,6,2,36,13,No
25,70.71,1404.06,63,4,2,1,24,No
38,132.27,4400.74,46,2,8,36,12,Yes
51,140.8,9450.39,45,4,8,36,11,Yes
21,59.45,4641.38,41,2,10,1,4,Yes
42,132.31,9861.35,25,6,4,12,2,Yes
32,121.6,1039.97,50,3,9,1,13,Yes
21,141.0,7319.38,67,4,0,12,6,No
62,51.95,6019.65,52,6,2,24,6,No
29,95.0,5255.13,31,6,10,36,16,Yes
49,55.69,9723.05,37,3,4,12,5,No
49,127.13,1731.68,22,1,3,36,14,Yes
45,20.69,9011.99,27,3,3,24,18,No
30,93.43,7066.78,2,4,0,24,14,Yes
48,64.1,2960.46,22,1,5,12,6,No
31,61.95,9065.86,53,2,9,24,4,No
37,103.84,4578.3,17,5,10,36,14,Yes
35,130.69,8235.16,56,4,3,24,19,No
46,99.2,4193.95,31,7,0,24,12,No
23,130.91,8583.84,43,5,9,12,25,Yes
49,54.4,6547.98,72,5,5,24,6,No
46,87.54,1839.94,53,1,4,1,12,Yes
60,78.57,6671.8,5,2,4,36,12,No
19,21.51,2317.78,2,3,1,12,30,No
40,92.39,4413.26,59,1,0,1,12,No
36,106.0,2117.81,4,2,6,12,22,Yes
48,96.95,709.15,34,7,4,1,7,No
68,115.72,2512.92,67,7,2,24,4,No
22,94.27,5595.53,6,3,5,1,3,Yes
36,28.68,5074.83,58,3,2,1,16,No
51,35.14,5264.22,47,2,5,1,19,No
27,97.54,2853.03,5,3,5,36,13,Yes
42,55.75,7009.03,61,4,8,12,10,No
19,30.35,7190.5,56,4,7,24,9,No
28,75.85,3900.69,35,1,0,24,0,No
67,92.06,8871.12,13,3,6,36,6,No
48,62.74,6618.22,26,3,10,36,5,Yes
32,113.66,7273.87,64,2,8,36,6,No
26,103.69,3134.73,11,4,1,1,23,Yes
40,63.27,505.81,62,5,8,36,14,No
36,118.13,8721.07,47,1,5,36,5,No
26,104.33,8313.03,70,6,2,1,17,No
52,102.87,1670.32,58,4,7,12,1,No
38,91.95,4054.0,10,2,6,36,8,No
26,21.48,6782.72,16,1,7,36,5,No
45,110.55,6695.05,12,5,7,1,21,Yes
63,68.89,8673.33,71,7,6,1,16,No
68,142.54,1832.55,50,6,0,1,23,Yes
24,126.34,4584.43,15,1,9,12,29,Yes
33,96.4,1423.63,59,4,9,36,10,No
33,52.78,4201.15,70,5,9,36,23,No
50,46.48,643.52,62,6,7,1,3,No
21,64.25,9033.59,72,2,4,1,6,Yes
21,81.95,5506.92,62,1,1,36,14,No
56,58.49,8573.12,50,4,1,36,24,No
57,86.94,1069.09,54,2,1,36,29,No
34,41.5,2660.85,54,5,8,1,26,No
54,147.1,2964.11,28,1,4,12,28,Yes
56,34.03,4173.57,51,3,2,12,16,No
69,141.15,8127.23,33,4,5,36,11,Yes
46,138.77,4172.3,1,4,8,24,12,Yes
69,88.3,2444.21,69,3,10,12,20,Yes
53,114.24,1117.41,1,2,8,24,12,Yes
55,76.69,1255.17,55,4,8,24,7,No
56,101.9,7720.45,45,2,10,36,6,Yes
67,64.27,4725.63,40,5,9,1,28,Yes
54,59.15,7398.72,61,3,10,24,25,No
69,95.17,6981.73,36,2,3,36,3,No
52,84.76,1785.94,24,5,4,1,2,Yes
24,95.34,1857.44,14,7,0,12,16,No
44,57.27,7675.75,1,1,10,36,15,Yes
45,67.7,7352.05,47,4,9,12,18,Yes
39,30.91,4091.29,21,3,5,36,30,No
31,26.8,1235.51,39,1,1,24,1,No
24,52.95,614.93,3,7,6,1,20,Yes
54,29.65,3237.49,16,1,3,24,13,No
39,33.49,587.61,68,1,3,36,15,No
22,125.68,2685.69,26,2,8,36,16,Yes
19,25.05,4485.26,54,7,0,24,3,No
44,105.66,1653.45,13,4,5,36,7,Yes
38,55.43,1490.64,61,3,1,12,8,No
55,133.3,9016.16,20,6,5,24,30,Yes
32,83.05,6061.97,27,6,6,1,15,Yes
38,59.72,9377.33,2,4,2,12,15,Yes
27,87.29,3785.35,10,4,3,12,16,Yes
40,69.65,6932.88,60,4,1,36,2,No
56,93.36,2444.57,19,5,6,24,21,Yes
22,34.89,6374.23,15,7,8,36,20,No
18,149.61,1731.06,47,5,4,24,27,Yes
30,75.32,519.77,24,5,10,24,16,No
38,65.27,9349.55,16,5,4,1,17,Yes
43,112.33,5771.5,60,4,8,36,17,Yes
67,67.31,9305.94,49,4,7,24,22,Yes
62,128.33,3671.4,4,6,0,1,5,Yes
38,79.06,3613.97,66,3,1,24,28,No
35,113.54,4306.22,49,6,6,36,30,Yes
54,33.97,7207.39,31,6,2,24,5,No
62,130.0,5875.18,66,3,5,12,0,Yes
49,115.64,9290.87,54,3,0,36,28,Yes
53,47.52,741.69,2,6,7,12,15,Yes
34,38.89,7227.86,61,6,1,1,16,No
52,61.12,3638.11,15,6,0,24,3,No
66,146.89,2212.22,60,3,1,36,15,No
28,53.39,5348.76,43,3,7,1,25,Yes
38,79.3,5298.11,40,5,9,12,30,Yes
69,23.9,1801.6,30,4,4,12,21,Yes
43,71.64,2418.01,63,3,8,12,26,Yes
21,94.27,4377.56,24,2,2,12,21,Yes
51,143.91,4383.71,44,7,7,1,20,Yes
69,87.18,3516.8,14,3,3,24,19,Yes
65,126.48,1911.18,28,3,6,1,1,Yes
35,91.13,541.55,14,4,9,24,22,Yes
57,25.3,9717.23,56,6,9,36,11,Yes
52,60.95,9463.24,34,5,7,12,15,No
58,94.82,5094.68,12,1,2,1,5,Yes
46,143.58,9952.99,56,6,2,36,15,Yes
69,131.69,6899.72,61,6,0,24,6,Yes
46,49.69,1154.15,61,4,7,36,13,No
55,48.61,1618.32,40,5,1,36,2,No
59,46.15,9203.05,20,2,6,24,0,No
38,139.92,6485.5,42,7,10,36,16,No
59,130.85,8510.24,7,7,6,12,19,Yes
30,120.73,9033.56,68,1,6,24,3,No
66,71.06,4755.45,31,7,3,24,6,No
58,85.57,961.0,70,5,6,1,28,Yes
34,80.36,2288.66,47,6,9,36,6,No
26,52.94,1132.43,51,5,10,12,3,No
58,85.65,2293.03,58,4,7,12,6,Yes
18,23.96,4400.06,22,5,8,24,7,No
19,37.14,1622.87,24,3,6,36,8,Yes
65,135.26,2083.97,34,5,5,24,21,Yes
46,117.72,4735.31,63,1,4,12,14,Yes
50,74.97,3731.62,60,5,9,12,3,Yes
27,87.23,4942.75,19,2,9,12,25,Yes
67,68.1,4577.13,24,7,6,24,17,Yes
57,116.3,6622.54,64,3,9,36,24,Yes
38,121.94,9403.3,20,1,1,36,11,No
45,119.23,1524.71,27,1,4,24,22,Yes
28,113.94,1442.97,58,6,7,12,5,No
51,46.59,8601.66,44,4,5,36,3,No
25,63.94,5310.77,65,7,5,12,3,No
39,81.08,7780.85,46,4,0,24,17,Yes
25,63.0,2546.51,54,3,1,36,0,No
66,118.14,8374.19,39,1,2,36,20,Yes
32,62.82,9276.54,7,6,6,24,5,No
34,37.97,6537.09,54,2,9,24,25,Yes
40,71.88,1505.85,43,5,5,36,8,No
41,147.39,9005.3,20,5,4,1,16,Yes
62,49.36,8028.63,25,5,8,12,20,Yes
36,99.58,7633.34,43,4,9,1,10,No
22,76.29,848.92,27,1,6,36,28,Yes
49,29.23,8090.14,25,1,8,1,20,Yes
61,83.42,1810.53,36,2,10,24,8,Yes
18,111.28,2612.67,66,4,10,12,10,No
40,86.72,5982.78,9,2,2,24,26,Yes
54,133.37,3017.32,53,1,10,24,3,Yes
25,57.56,6782.81,21,5,7,24,12,Yes
30,31.21,6276.67,50,7,8,24,28,No
25,141.75,1527.42,16,4,1,12,18,Yes
40,69.17,6732.14,66,4,3,36,2,No
60,94.93,9277.57,26,4,1,36,21,No
18,122.96,2030.54,44,6,6,12,30,Yes
62,62.16,6172.09,29,6,3,24,26,Yes
68,113.1,3747.72,46,5,5,1,0,Yes
41,37.6,4866.31,71,6,7,36,16,No
52,57.87,3226.5,49,4,5,24,16,Yes
41,38.81,3864.24,15,6,3,1,6,No
34,125.46,774.66,17,6,5,1,13,Yes
22,48.94,9824.74,9,3,0,24,4,No
37,113.26,6435.6,32,4,5,12,29,Yes
38,142.63,5256.7,66,6,10,24,13,Yes
57,88.61,4145.3,59,5,9,12,10,No
48,90.2,5624.06,32,6,10,1,30,Yes
63,79.93,4111.01,43,6,7,36,24,No
53,62.37,3919.13,59,7,3,12,27,Yes
28,81.84,4907.49,30,4,8,12,26,Yes
69,98.36,3121.84,11,6,5,12,29,Yes
32,148.18,2210.47,26,3,5,36,30,Yes
36,141.91,5787.76,2,3,3,24,2,Yes
24,132.08,8506.27,34,7,7,1,5,Yes
68,135.59,1951.87,41,6,4,1,6,Yes
45,80.82,810.98,31,4,0,12,18,Yes
68,105.47,2844.71,63,1,6,1,8,Yes
60,136.36,9807.35,55,1,7,12,1,Yes
22,71.08,8373.2,61,2,5,36,27,No
22,145.03,6160.73,36,3,6,12,11,Yes
47,74.05,9327.86,40,1,6,36,6,Yes
49,98.14,4730.15,23,2,3,12,9,No
25,112.27,9841.17,26,1,3,12,19,Yes
27,143.58,3314.87,18,4,0,36,14,Yes
55,51.8,2782.9,34,6,1,24,24,No
64,117.0,6561.46,28,3,2,36,22,Yes
49,87.71,4092.46,49,1,4,12,23,No
65,54.91,6450.47,64,4,9,1,26,No
45,120.96,3397.46,71,2,8,24,25,Yes
34,91.79,6370.22,63,4,4,1,18,No
48,105.93,3119.59,62,2,5,24,5,No
25,61.98,984.23,42,1,6,12,19,No
57,82.57,9165.29,24,6,3,24,12,No
42,100.26,8890.45,35,5,7,1,19,Yes
26,72.64,9722.58,55,6,10,36,11,No
19,45.79,7307.01,49,4,5,24,17,No
32,145.01,6985.85,59,5,10,24,15,Yes
67,86.49,5810.53,22,3,0,12,10,No
20,115.41,1696.45,61,5,5,12,25,Yes
66,73.44,2297.74,30,6,1,24,24,No
53,66.17,3249.96,69,3,3,12,10,No
21,72.93,8956.49,60,7,10,12,0,No
31,73.2,2143.21,6,1,3,36,0,No
58,90.74,9267.3,11,1,9,24,6,Yes
58,90.65,5466.46,24,4,9,1,30,Yes
42,84.63,7297.91,51,5,4,36,25,No
67,37.52,1547.32,19,3,9,12,6,No
27,84.49,3055.82,50,3,1,36,3,No
38,41.98,9605.93,3,5,5,24,13,Yes
53,36.4,3028.42,3,6,10,24,23,No
29,141.24,3316.96,31,7,2,24,4,Yes
44,98.64,2377.18,47,1,8,1,21,Yes
57,105.73,1726.2,8,6,5,1,11,Yes
19,72.23,2715.95,17,1,2,1,3,Yes
30,138.17,6602.11,45,3,2,12,2,Yes
49,102.93,4825.99,60,4,4,24,17,No
48,119.99,5760.68,21,7,5,24,23,Yes
33,67.91,1662.47,70,1,3,1,26,No
49,144.8,8120.11,21,2,4,36,4,Yes
49,126.66,7948.9,58,3,2,36,25,No
51,131.01,705.1,55,5,9,12,5,Yes
28,42.39,4143.39,28,5,3,36,13,Yes
27,55.23,1153.32,46,6,7,12,5,No
32,57.13,8025.0,44,6,7,36,19,No
34,55.22,7504.06,25,3,0,36,24,Yes
57,131.2,9068.89,71,6,3,36,22,No
35,24.15,2745.84,49,6,1,24,11,No
26,29.89,4834.81,46,3,3,1,27,No
42,55.61,2252.63,63,1,4,24,25,Yes
57,45.98,4026.73,12,3,0,1,11,Yes
31,50.14,5461.31,57,3,4,36,28,No
42,123.73,1006.64,64,6,6,1,7,Yes
67,93.21,7291.27,31,2,4,24,22,Yes
39,20.75,5661.29,4,5,6,1,19,Yes
69,75.81,8375.11,54,6,8,1,24,Yes
47,73.03,3081.91,65,1,7,1,1,No
37,34.81,9081.55,6,4,0,36,29,Yes
38,107.9,9987.6,65,1,9,1,4,No
61,111.27,9233.34,22,5,9,36,29,Yes
49,113.72,7889.98,17,4,1,36,17,Yes
68,114.7,8217.5,59,3,5,12,23,No
63,20.01,5950.57,29,2,4,1,24,No
66,144.01,2306.46,67,2,0,36,2,No
38,125.85,6931.89,17,5,1,1,15,Yes
52,137.52,7271.15,2,6,2,1,4,Yes
49,22.03,9861.16,32,5,9,24,8,No
47,141.4,5642.36,22,2,4,12,5,Yes
56,125.27,3078.01,58,7,6,1,18,Yes
66,128.84,6994.89,53,4,5,1,21,Yes
29,32.13,9804.07,47,4,2,36,24,No
58,116.04,2183.53,4,6,5,36,26,Yes
64,144.79,3596.98,38,1,3,24,26,Yes
35,108.21,5647.87,13,3,2,12,15,Yes
38,94.17,2117.04,61,6,3,12,25,Yes
30,142.93,711.1,64,4,10,12,6,Yes
38,77.58,3701.34,33,3,7,1,3,Yes
25,97.91,8721.02,38,5,0,12,15,No
63,81.92,912.95,29,4,2,24,19,Yes
57,141.27,4574.83,61,4,9,24,16,Yes
63,29.89,7740.91,32,4,7,1,18,Yes
24,85.15,9555.23,11,1,9,1,27,Yes
40,109.3,9862.02,18,6,8,1,24,Yes
61,122.95,4508.71,45,5,2,36,16,No
49,95.79,9528.65,21,2,8,1,12,Yes
28,138.16,836.48,12,1,9,24,1,Yes
39,142.46,7586.21,20,1,10,1,1,Yes
39,28.36,6606.09,7,4,9,36,23,Yes
60,72.31,2870.46,71,1,3,1,21,Yes
42,23.05,5319.53,2,6,3,36,22,No
39,62.82,1730.76,43,6,6,36,26,No
45,89.79,8780.17,21,6,5,36,3,Yes
46,138.4,3900.03,29,2,9,1,15,Yes
30,130.05,6447.42,32,1,2,1,26,Yes
35,36.57,2008.37,45,7,7,24,3,No
19,32.09,2458.57,59,6,4,12,19,No
46,96.6,9923.59,3,1,1,1,11,Yes
38,89.18,7654.32,39,4,9,24,21,Yes
32,54.63,9638.73,51,5,2,12,27,Yes
69,136.93,3310.59,8,6,6,24,27,Yes
44,140.56,2063.35,46,2,9,12,28,Yes
67,72.34,5279.15,66,4,8,24,28,Yes
48,135.74,5199.35,6,1,0,1,19,Yes
32,69.91,2161.99,58,6,5,12,13,No
68,115.79,7465.59,41,2,10,36,0,Yes
40,81.87,3936.89,54,7,8,24,16,No
41,35.94,2270.47,41,3,6,1,23,No
61,140.63,3653.84,48,6,2,1,17,Yes
30,79.03,5854.76,70,7,6,12,11,No
39,115.48,7401.47,27,7,1,24,24,Yes
60,67.73,5077.96,47,6,9,1,9,No
54,22.45,5493.15,23,1,1,36,23,No
50,33.07,1819.99,14,5,0,24,14,No
20,84.51,9189.56,61,1,2,1,16,No
36,109.7,9322.88,67,5,0,1,25,No
40,63.52,6992.55,25,3,7,36,10,Yes
46,110.41,667.5,65,4,10,1,23,Yes
47,110.82,5602.21,24,4,7,12,24,Yes
56,111.51,6477.58,53,7,3,24,19,No
61,84.03,9949.22,50,6,0,12,6,No
64,138.94,9962.64,1,4,1,12,19,Yes
42,83.6,8647.31,39,2,1,36,28,No
54,78.53,1106.39,44,5,1,12,18,No
64,45.92,9556.13,5,1,8,12,10,Yes
25,60.0,6320.28,68,2,6,12,0,No
59,25.5,8108.42,72,2,8,1,17,Yes
33,102.36,4368.33,65,1,9,36,22,Yes
25,52.31,3536.86,15,3,9,1,21,Yes
