Age,Monthly_Charges,Total_Charges,Tenure_Months,Number_of_Services,Support_Calls,Contract_Length,Payment_Delay_Days,Churn
19,146.31,2899.22,1,1,6,12,1,Yes
62,87.02,14115.91,31,6,6,36,6,Yes
28,90.2,681.13,37,1,3,24,1,Yes
46,140.65,5177.11,55,4,0,36,19,Yes
54,45.36,2756.81,11,3,2,12,7,No
66,99.53,10597.73,51,7,1,1,10,Yes
63,131.12,12668.16,40,2,2,1,20,Yes
65,50.18,10958.13,48,4,10,36,12,No
59,37.26,12967.54,54,2,2,1,29,No
45,36.45,6136.54,71,5,7,36,17,No
38,143.29,14132.62,47,1,7,12,10,Yes
42,28.1,5783.46,37,7,0,1,16,No
30,32.32,3519.78,30,2,5,36,11,No
37,45.85,10605.65,38,2,8,12,3,No
56,79.55,13898.15,62,7,4,24,17,No
51,121.16,1389.02,22,1,3,24,26,Yes
56,32.37,2193.52,42,3,5,1,26,No
62,131.32,13095.26,5,3,5,24,15,Yes
25,43.48,13299.11,34,4,3,36,10,No
36,143.32,12809.59,22,2,9,1,5,Yes
22,57.51,2692.63,22,1,6,24,24,Yes
56,58.87,8541.06,5,4,8,24,18,Yes
41,33.71,12507.3,2,4,2,12,12,No
48,28.33,5632.31,38,6,2,24,10,No
39,84.72,10790.98,63,6,0,24,5,No
56,131.39,10425.97,8,6,4,12,28,Yes
53,30.19,5358.87,41,5,6,12,25,No
69,26.67,12856.52,12,3,8,12,10,No
37,76.25,10219.79,66,5,1,36,8,No
61,74.56,4681.24,13,5,7,36,20,Yes
55,131.52,8718.6,23,2,1,1,22,Yes
32,43.37,6932.47,21,3,7,36,3,No
18,122.77,1697.52,62,6,8,24,8,Yes
18,59.28,6883.08,29,5,8,24,18,No
21,26.25,4099.42,41,2,1,24,23,No
67,67.32,3555.33,63,3,7,36,0,Yes
68,71.59,801.79,34,7,2,12,28,Yes
47,101.51,12008.56,52,3,7,36,19,Yes
34,52.42,14251.6,24,6,8,24,11,No
24,21.81,3377.62,55,1,7,36,1,No
61,37.66,12992.64,53,1,0,1,28,No
44,52.16,3769.01,20,1,6,1,6,No
58,142.41,10301.82,43,7,3,36,8,Yes
40,56.2,2077.52,50,6,10,1,23,No
65,137.21,9191.01,1,5,4,36,9,Yes
47,95.74,9755.44,63,5,5,36,18,Yes
18,60.05,3978.4,50,3,6,1,30,Yes
43,107.72,10900.77,61,4,10,24,3,Yes
61,30.95,8997.5,59,4,3,24,28,No
64,127.33,5883.96,35,4,10,1,24,Yes
35,96.08,9026.51,29,4,8,12,11,Yes
46,82.82,6116.78,46,2,0,36,14,Yes
36,85.01,12631.53,67,6,3,1,9,No
26,135.59,2813.59,61,4,9,1,0,Yes
26,35.03,6281.84,41,5,7,24,1,No
37,45.35,6641.64,44,1,9,12,25,No
27,113.85,6631.86,28,4,7,24,12,Yes
59,69.78,11025.8,3,7,7,24,29,Yes
45,60.44,5402.02,48,1,2,36,9,No
40,89.78,9606.57,38,3,3,1,15,Yes
35,70.18,5133.84,9,7,9,1,10,Yes
26,107.74,3478.84,47,6,6,36,3,Yes
36,51.96,12841.3,24,1,9,36,12,No
43,33.14,2673.49,54,4,10,36,10,No
50,47.09,5911.59,13,1,9,12,29,No
60,77.34,8399.97,13,4,5,24,9,Yes
58,86.64,3146.43,30,3,1,36,30,Yes
22,100.9,10528.74,50,3,4,1,0,Yes
23,140.63,9059.67,38,7,5,36,24,Yes
21,66.26,3473.65,24,3,6,12,28,Yes
42,128.91,7535.72,51,6,6,24,1,Yes
30,33.09,905.6,30,7,3,24,27,No
45,130.98,8383.79,68,3,4,1,17,Yes
24,36.34,5071.16,38,7,5,12,20,No
21,107.31,14270.73,1,4,4,12,4,Yes
22,58.88,6123.92,19,1,8,12,23,Yes
62,148.48,2159.07,23,4,7,12,30,Yes
29,124.59,6427.52,36,4,10,24,14,Yes
34,116.89,6468.23,70,1,6,1,14,Yes
57,86.32,4430.89,52,4,4,1,14,Yes
66,74.32,11287.29,5,4,8,36,5,Yes
55,74.4,812.43,3,2,7,12,13,Yes
44,35.44,13788.0,53,2,4,36,13,No
67,125.51,12605.87,45,7,0,12,19,Yes
41,36.31,6912.11,50,3,8,12,9,No
54,54.42,10747.18,29,5,10,12,19,Yes
29,137.25,5954.63,6,2,0,36,12,Yes
36,45.81,3807.88,11,1,10,1,23,Yes
33,48.7,1350.31,27,6,5,12,4,No
68,28.57,3583.78,51,1,2,1,2,No
55,128.5,1186.9,46,1,3,36,29,Yes
40,72.37,3556.82,3,6,1,36,5,Yes
51,75.26,5387.8,36,4,9,12,30,Yes
51,29.67,7845.56,20,1,4,1,15,No
28,136.84,11995.64,50,6,7,12,17,Yes
31,65.17,2135.7,56,6,3,1,29,No
42,102.36,13172.93,3,6,0,12,23,Yes
21,70.56,6352.44,60,6,9,36,22,Yes
54,105.88,5638.53,22,3,5,1,27,Yes
59,45.66,12595.96,58,7,5,36,8,No
35,28.02,11111.05,8,4,0,12,25,No
28,120.56,12726.07,45,7,7,12,6,Yes
49,105.29,13434.35,72,4,7,24,14,Yes
27,72.39,3152.85,39,1,8,1,24,Yes
34,24.04,12345.02,71,6,7,36,24,No
31,125.48,5029.17,22,5,5,12,25,Yes
34,134.42,1076.24,2,5,5,36,7,Yes
23,57.67,3810.45,51,7,9,1,28,Yes
21,71.96,5311.6,24,6,10,1,17,Yes
65,136.59,10756.75,60,2,2,12,14,Yes
18,118.44,13282.48,72,4,4,1,19,Yes
60,120.09,11972.8,25,5,7,12,23,Yes
69,65.08,2946.39,27,2,9,24,4,Yes
63,127.07,7449.1,24,6,1,12,1,Yes
53,54.56,10099.61,43,7,7,24,30,No
60,58.85,5944.85,61,6,1,36,12,No
46,96.75,6959.05,65,2,5,12,13,Yes
66,45.95,5576.61,55,2,1,36,0,No
54,29.27,4124.11,42,6,5,24,26,No
48,72.45,6136.08,38,1,3,1,29,Yes
61,89.3,9546.89,33,3,7,36,25,Yes
26,42.54,3509.31,33,5,3,24,10,No
59,136.67,2876.02,71,3,7,24,14,Yes
63,32.82,4410.75,63,7,0,1,29,No
43,102.06,4487.22,54,2,7,12,30,Yes
33,130.27,10964.5,14,4,6,1,30,Yes
57,89.22,3774.35,57,6,7,12,2,Yes
48,124.48,10719.72,56,1,5,24,12,Yes
44,123.82,6589.95,52,4,2,12,10,Yes
58,63.86,1823.89,26,5,0,24,13,No
39,128.29,7151.65,42,7,1,24,0,Yes
27,99.66,5266.4,70,7,0,24,22,Yes
40,143.37,12577.96,7,6,2,36,4,Yes
22,59.3,5912.81,31,1,6,1,23,Yes
66,23.85,4675.28,65,2,7,24,4,No
54,118.5,7774.49,45,2,5,12,0,Yes
27,35.42,13236.49,45,3,3,24,23,No
30,116.57,1146.36,16,1,8,12,21,Yes
50,44.19,1056.22,16,4,10,36,17,No
54,103.31,2786.98,15,4,6,12,7,Yes
23,66.88,7101.74,45,6,3,12,27,No
61,131.68,5839.5,18,1,9,24,0,Yes
52,47.73,2564.96,5,1,10,12,5,No
66,38.55,2151.61,17,7,8,1,7,No
51,58.32,3894.44,55,1,4,12,17,No
37,120.39,6195.11,49,7,0,36,23,Yes
19,82.85,7279.78,28,4,9,12,18,Yes
41,31.35,4168.69,4,4,6,1,1,No
35,43.0,14184.65,20,7,8,36,20,No
27,30.5,6720.38,55,3,3,12,20,No
49,86.97,10193.59,13,3,4,36,12,Yes
29,86.06,8748.97,6,2,9,36,9,Yes
19,55.43,13685.51,55,3,5,12,20,No
22,25.33,4042.54,8,4,0,36,13,No
49,114.16,6656.74,67,6,5,1,5,Yes
44,31.13,11059.68,13,1,1,36,13,No
31,92.48,7302.13,19,3,7,1,1,Yes
28,104.45,7614.92,18,5,10,12,16,Yes
45,140.9,12814.5,12,5,7,1,23,Yes
49,146.87,13607.91,34,2,1,1,5,Yes
36,98.34,14770.76,5,1,1,1,15,Yes
30,51.76,8392.49,18,7,8,1,30,Yes
34,149.88,9583.18,43,5,1,12,8,Yes
46,93.63,14786.5,13,3,1,12,4,Yes
63,41.33,7184.1,61,3,2,1,4,No
36,132.62,12153.35,61,1,10,24,25,Yes
42,83.65,1988.88,70,4,8,24,29,Yes
65,125.12,12505.01,35,4,6,24,26,Yes
34,49.31,8846.13,3,4,8,1,2,No
63,136.69,7035.61,26,4,6,24,29,Yes
69,84.3,14883.33,3,3,8,12,22,Yes
31,86.68,1936.33,29,7,7,24,15,Yes
37,98.53,6534.15,35,6,8,36,25,Yes
54,102.68,4458.67,49,4,9,36,15,Yes
48,28.19,14264.5,65,3,9,36,9,No
23,43.89,3412.19,28,3,5,12,16,No
29,124.62,11870.61,14,5,8,12,29,Yes
43,33.97,6654.29,28,1,2,24,28,No
44,49.75,3923.62,28,3,1,24,6,No
32,86.56,4989.58,26,2,8,12,14,Yes
28,122.61,12112.2,48,3,9,36,12,Yes
43,42.39,8497.95,68,1,8,36,7,No
24,103.98,1747.81,51,5,4,24,22,Yes
55,64.59,11652.7,1,4,5,36,19,No
41,64.39,2107.49,14,7,6,12,8,No
44,32.32,11325.05,39,3,1,1,9,No
40,99.75,11477.23,16,6,4,36,25,Yes
20,112.53,9818.76,11,4,9,1,13,Yes
64,44.2,1101.55,8,2,0,24,22,No
35,59.3,1963.59,50,2,7,24,13,No
29,123.01,13141.39,37,6,1,12,28,Yes
66,148.27,8665.49,72,6,0,24,19,Yes
21,26.56,12303.29,40,2,6,24,17,No
35,84.4,8946.37,69,6,6,12,16,Yes
38,83.43,4681.29,44,4,5,24,15,Yes
40,96.24,9211.13,61,4,2,12,0,Yes
32,72.69,2294.45,38,1,7,36,16,Yes
40,40.12,7467.04,20,4,2,12,29,No
42,72.64,3379.02,53,6,8,36,4,No
31,72.6,1953.31,13,7,1,24,15,Yes
20,100.74,7336.59,1,3,4,36,8,Yes
40,119.73,6332.18,27,6,8,36,0,Yes
32,141.99,12027.45,15,3,5,24,18,Yes
54,140.63,896.84,44,2,7,24,23,Yes
23,22.97,11526.44,13,7,4,24,22,No
56,31.69,883.2,50,7,6,12,7,No
25,95.13,12795.88,13,3,1,12,28,Yes
28,68.64,7249.64,26,3,10,12,5,No
40,60.94,10768.36,53,4,8,24,24,No
34,77.23,5427.95,35,3,1,1,4,No
45,130.31,5354.54,65,1,6,24,8,Yes
60,55.59,11516.15,12,5,2,24,23,No
40,125.08,1855.96,47,6,0,36,1,Yes
34,57.89,8479.56,11,4,9,36,29,Yes
22,37.8,6211.5,51,1,0,36,11,No
27,62.17,5519.58,15,5,5,12,20,Yes
35,124.06,13569.83,22,3,6,1,23,Yes
69,58.23,3725.5,67,3,10,24,27,No
40,66.76,14483.88,47,2,0,1,5,No
45,51.59,4832.53,16,5,6,36,24,No
66,72.08,10049.04,66,3,10,12,15,No
59,87.62,4280.11,54,1,5,1,6,Yes
38,105.73,9717.22,71,6,5,24,22,Yes
61,96.79,9397.43,58,5,9,24,10,Yes
29,52.74,1743.5,25,2,10,24,26,Yes
19,87.28,11283.72,1,3,7,12,4,Yes
56,26.87,1829.46,1,6,9,36,20,No
41,76.85,14161.19,41,3,3,36,17,Yes
26,40.44,5474.7,71,4,1,1,7,No
42,40.76,4725.18,10,5,1,36,26,No
26,128.72,2592.87,2,7,6,24,13,Yes
41,137.25,3611.66,26,3,3,24,6,Yes
32,133.94,11685.52,33,1,8,24,25,Yes
40,115.67,6769.03,12,3,4,1,20,Yes
35,111.78,4962.0,53,7,8,36,23,Yes
47,69.85,13963.03,30,2,2,24,1,No
26,101.74,8900.52,33,3,3,24,18,Yes
45,147.37,10585.53,3,2,5,24,22,Yes
43,104.98,4393.44,12,3,10,12,5,Yes
28,145.59,14179.91,44,5,3,1,28,Yes
64,51.6,3115.04,13,5,9,1,26,Yes
44,119.54,7291.08,47,7,1,24,27,Yes
29,90.23,12994.92,6,4,7,36,25,Yes
46,123.94,1365.49,68,1,0,1,1,Yes
60,67.32,9410.15,33,6,2,1,1,Yes
56,32.93,6082.1,55,6,0,36,23,No
27,94.85,7953.47,51,7,7,1,26,Yes
55,108.95,12348.61,22,2,3,24,25,Yes
53,30.14,12684.57,55,7,10,24,13,No
38,124.35,3228.13,63,4,1,12,4,Yes
60,65.24,1641.0,43,4,1,1,12,No
23,58.2,4691.64,17,4,7,12,16,No
38,133.52,4517.15,56,3,1,12,2,Yes
66,39.66,14177.33,13,1,9,24,3,No
58,34.1,4352.88,65,3,5,1,14,No
50,87.85,12819.95,2,6,2,36,13,Yes
28,43.84,2820.53,30,3,3,36,23,No
54,95.19,12826.87,36,7,1,12,25,Yes
40,102.48,10523.1,5,5,0,1,1,Yes
47,111.54,14007.97,48,3,5,36,3,Yes
36,119.11,8769.11,65,2,9,12,20,Yes
22,89.26,12672.55,48,3,0,12,14,Yes
67,113.87,14613.89,65,3,6,24,23,Yes
32,87.88,10926.7,62,7,10,12,19,Yes
43,110.24,14659.31,32,5,6,12,9,Yes
52,62.77,1160.91,67,7,10,1,14,No
62,20.19,1393.46,51,7,5,36,21,No
51,25.03,14982.67,39,5,1,36,7,No
33,128.46,8285.04,40,3,2,1,7,Yes
33,119.53,2903.76,25,3,6,36,6,Yes
64,78.37,9471.86,32,1,5,24,4,Yes
52,146.13,5174.41,25,5,7,12,11,Yes
31,99.56,4513.35,60,4,6,24,7,Yes
45,136.82,1893.71,13,1,0,36,18,Yes
51,107.19,2418.39,38,5,5,24,6,Yes
58,38.37,12485.04,53,7,5,1,0,No
61,88.91,6517.81,65,1,3,1,26,Yes
34,24.68,9921.5,15,2,7,36,23,No
25,138.26,8344.68,5,2,0,12,28,Yes
43,105.84,2198.57,19,3,6,12,19,Yes
60,136.43,1683.88,30,6,10,36,14,Yes
40,34.85,3841.46,2,4,8,1,10,No
25,65.25,7074.28,8,3,5,1,17,Yes
18,130.54,1953.24,63,1,5,12,24,Yes
36,141.39,8989.51,11,6,4,12,27,Yes
21,33.46,6255.55,36,6,2,12,14,No
69,20.45,14756.58,27,6,8,1,27,No
64,47.66,7963.73,39,5,1,1,27,No
44,112.94,1751.79,13,3,5,24,27,Yes
30,62.93,7074.41,68,2,8,1,4,No
35,78.33,3646.74,34,3,3,12,23,Yes
22,133.65,3435.52,29,6,8,24,10,Yes
61,69.61,5327.75,49,5,4,36,6,No
65,33.2,4252.42,30,6,4,36,21,No
35,137.17,1949.61,49,3,10,36,4,Yes
38,68.67,12567.75,62,2,8,24,30,Yes
18,149.88,11149.07,29,7,2,24,6,Yes
38,35.69,14188.05,24,3,10,1,1,No
44,85.49,9427.25,2,5,2,36,30,Yes
49,94.21,664.15,69,3,1,12,16,Yes
37,113.82,3942.85,28,1,3,12,10,Yes
63,107.05,790.65,13,3,5,24,5,Yes
18,34.29,3488.04,14,3,3,1,18,No
37,58.08,12046.7,51,6,10,1,3,No
47,81.26,1781.51,50,5,9,24,6,Yes
21,42.94,1282.41,26,1,3,36,19,No
35,121.05,7283.95,39,3,0,12,0,Yes
24,97.53,9099.05,44,7,9,1,28,Yes
33,102.12,10535.89,23,5,3,12,21,Yes
35,60.22,9219.26,42,1,10,36,3,No
50,68.16,4322.27,9,4,3,36,0,No
45,132.26,2927.29,1,4,1,1,27,Yes
53,60.8,13359.72,24,3,6,12,20,Yes
35,112.15,5533.51,55,2,2,36,5,Yes
44,95.8,13877.26,29,1,9,12,19,Yes
40,147.61,12977.47,16,5,2,24,23,Yes
51,38.03,3997.54,58,7,1,36,17,No
28,50.51,9450.13,46,7,7,1,6,No
54,141.29,12295.16,16,7,9,1,13,Yes
60,46.71,10910.82,19,1,1,1,27,No
23,88.89,8598.76,10,4,4,36,0,Yes
39,44.08,10317.27,14,3,3,1,27,No
51,74.08,8809.39,15,6,7,12,5,Yes
50,145.75,8139.91,32,3,1,1,5,Yes
61,46.01,5883.46,22,1,2,12,21,No
48,33.67,6243.78,12,5,7,36,11,No
51,148.12,2641.98,15,7,5,24,8,Yes
58,30.47,11656.2,27,3,4,1,11,No
28,141.14,12486.39,4,5,3,12,14,Yes
49,105.95,13011.94,34,5,2,24,28,Yes
27,126.54,3000.04,38,5,8,1,8,Yes
23,74.85,4458.22,3,3,7,1,29,Yes
37,26.41,12152.26,41,6,6,12,7,No
44,103.19,742.38,30,6,10,24,21,Yes
30,103.25,3772.81,35,2,10,1,19,Yes
22,29.46,14994.65,55,3,8,1,0,No
60,58.66,13421.2,33,4,7,36,27,Yes
19,60.08,9042.46,19,2,6,1,14,No
44,123.37,9547.46,21,4,3,36,19,Yes
56,98.6,2819.12,29,4,8,36,1,Yes
68,34.29,2946.27,17,5,3,36,27,No
63,25.76,11002.59,43,7,1,1,14,No
19,68.76,5662.89,52,3,10,24,24,Yes
34,82.76,12668.36,11,1,10,1,10,Yes
40,116.02,6467.11,11,6,8,36,20,Yes
28,34.79,6978.15,60,2,7,1,16,No
52,48.15,10306.96,55,2,1,1,22,No
41,124.87,2438.52,58,6,1,24,2,Yes
63,33.6,7234.4,18,7,1,1,24,No
33,27.79,2520.34,2,1,3,24,11,No
24,112.57,14260.35,52,7,5,24,27,Yes
28,24.06,5993.61,53,7,1,24,2,No
53,119.08,14347.22,6,6,3,12,21,Yes
25,52.61,2552.96,36,6,4,12,14,No
44,85.63,3081.06,64,7,5,24,28,No
61,148.21,10135.64,60,6,8,24,5,Yes
44,41.48,6598.96,9,6,9,12,1,No
63,105.75,6998.7,41,7,4,12,8,Yes
24,69.19,11891.95,42,1,7,1,26,Yes
64,110.98,8659.6,53,2,1,24,15,Yes
67,108.73,9490.92,29,4,9,12,13,Yes
20,40.45,5579.66,2,1,3,24,5,No
63,80.42,8608.25,61,4,5,24,2,Yes
23,113.58,3178.82,37,4,3,24,14,Yes
35,116.42,2036.77,48,2,6,24,6,Yes
18,32.86,12710.02,65,1,9,1,22,No
20,36.69,11256.42,71,2,6,1,16,No
20,92.75,10156.48,24,3,1,1,30,Yes
38,82.72,6064.61,7,4,6,1,29,Yes
19,126.0,1608.24,19,1,2,1,6,Yes
56,114.02,2823.58,62,2,0,12,20,Yes
26,98.6,10980.2,44,1,8,36,3,Yes
28,77.3,11943.6,43,3,3,24,23,No
57,142.48,9064.64,52,7,5,24,3,Yes
28,100.43,13520.12,49,6,2,12,28,Yes
31,145.22,14550.5,19,3,8,36,8,Yes
59,72.52,9925.53,14,6,1,12,13,Yes
48,149.07,1728.46,36,5,5,12,14,Yes
18,146.73,754.16,2,5,7,24,2,Yes
58,102.06,6051.73,30,1,7,1,9,Yes
38,57.36,10820.87,22,4,7,24,19,Yes
35,52.81,13352.28,16,4,4,12,5,No
36,94.34,3420.79,10,3,0,36,3,Yes
65,28.73,13336.68,26,2,9,24,4,No
61,47.08,10575.02,20,3,4,1,20,No
59,84.76,8305.83,41,1,8,24,7,Yes
25,132.56,1324.42,10,1,5,1,3,Yes
22,71.11,3280.19,65,5,9,1,22,Yes
62,113.75,12709.77,6,5,9,1,20,Yes
28,130.59,2397.51,21,2,8,1,3,Yes
36,133.48,932.82,64,6,0,24,21,Yes
18,89.55,3822.87,70,1,7,1,7,Yes
18,55.42,8850.3,13,6,0,12,24,Yes
36,108.11,10252.56,65,4,3,12,5,Yes
29,90.45,3251.6,23,2,1,1,29,Yes
50,38.85,8445.66,28,1,0,1,21,No
43,135.99,2114.57,22,7,1,36,15,Yes
57,118.13,5135.73,26,3,8,24,0,Yes
30,40.0,3243.59,18,4,9,36,27,No
38,95.64,1060.28,33,7,5,24,10,Yes
65,132.1,11792.01,8,5,2,24,16,Yes
18,44.76,6448.52,59,5,10,1,27,No
65,91.69,1816.98,69,5,4,1,9,Yes
29,83.73,11144.79,2,5,10,12,4,Yes
67,136.57,6268.69,42,3,6,12,6,Yes
49,90.55,1653.45,71,6,0,1,12,No
60,95.32,554.54,55,6,5,1,1,Yes
34,41.65,14448.66,2,2,1,36,13,No
65,49.66,2216.02,34,2,7,36,27,No
42,84.37,3635.34,12,4,3,12,2,Yes
60,41.89,6075.55,8,6,0,1,9,No
52,105.15,14193.68,36,7,9,36,17,Yes
64,127.14,1015.16,47,4,4,12,12,Yes
68,68.04,6618.46,44,3,6,1,26,Yes
54,121.06,11324.9,59,1,5,24,17,Yes
43,148.53,10994.0,63,3,7,1,22,Yes
29,121.16,14470.97,59,2,2,12,26,Yes
57,82.63,9140.11,65,1,2,12,3,No
30,131.94,9500.96,38,1,2,1,24,Yes
37,66.23,14155.97,10,4,2,12,9,No
64,100.85,4736.78,26,2,0,1,30,Yes
58,26.64,12330.77,58,5,1,36,18,No
47,50.97,8847.92,32,2,1,36,10,No
66,48.8,1614.23,60,7,3,36,3,No
63,48.73,1808.65,11,5,1,36,2,No
46,58.56,11386.69,52,4,3,1,28,No
49,98.21,2221.67,40,4,9,36,30,Yes
50,131.2,13981.98,40,7,5,12,19,Yes
23,80.4,13919.09,20,1,6,12,6,Yes
69,87.74,12969.17,39,4,8,12,7,Yes
32,141.91,12080.88,8,7,5,24,19,Yes
21,94.58,2147.96,43,4,9,1,1,Yes
48,118.67,12146.43,60,7,9,24,9,Yes
68,24.22,11051.89,55,2,10,1,22,No
32,31.26,1754.77,25,2,8,36,16,No
50,40.86,1643.48,67,5,5,12,15,No
64,129.39,8075.16,21,3,8,12,4,Yes
37,94.94,11660.39,64,3,0,12,30,Yes
50,96.17,8454.94,9,6,1,36,23,Yes
35,128.37,1735.94,20,5,7,12,21,Yes
56,127.42,14685.79,55,5,0,1,19,Yes
27,103.46,6433.93,59,5,3,24,27,Yes
20,146.52,7054.52,44,3,3,1,20,Yes
51,143.39,11892.69,12,2,7,1,11,Yes
42,69.7,2285.85,48,1,0,1,13,Yes
45,49.37,6898.26,18,5,2,24,11,No
65,51.62,8637.01,43,2,1,1,20,No
38,117.45,12363.27,27,3,1,12,15,Yes
32,54.45,8871.99,66,7,9,1,8,No
21,27.79,3093.28,32,5,6,1,4,No
44,40.85,13616.29,47,7,7,12,4,No
53,92.81,7998.45,17,5,7,1,3,Yes
47,76.3,8639.21,42,4,7,12,8,Yes
28,148.84,11976.25,22,7,5,1,22,Yes
61,38.2,8544.08,23,4,7,12,13,No
42,20.9,12840.62,8,1,4,12,23,No
68,107.03,1334.2,48,6,7,12,8,Yes
47,30.95,7814.54,72,5,10,24,27,No
52,121.63,11238.11,10,7,4,1,5,Yes
45,48.12,14387.78,25,7,3,12,13,No
47,66.82,5465.37,64,1,9,36,20,No
30,141.49,9527.36,46,3,1,1,27,Yes
61,51.99,10454.3,23,6,2,24,12,No
42,36.05,6594.04,17,4,1,12,15,No
23,82.91,12885.34,30,6,6,12,22,Yes
49,51.57,13587.32,5,2,8,12,4,Yes
27,40.4,9082.23,63,6,8,12,15,No
52,62.97,8199.88,5,3,7,1,22,Yes
56,84.05,14467.66,11,4,10,1,24,Yes
68,20.82,8613.06,5,5,10,24,28,No
37,28.67,3574.17,47,2,7,12,10,No
33,43.09,11571.84,51,3,2,1,13,No
24,29.19,11024.35,24,2,0,36,0,No
20,38.16,5379.54,48,6,2,36,10,No
57,116.86,9817.75,35,1,1,1,0,Yes
45,86.26,11951.2,65,5,2,36,27,Yes
49,59.84,8347.03,31,3,10,24,8,No
63,76.08,10385.71,59,1,4,36,6,No
57,94.43,13830.81,56,5,6,24,27,Yes
21,116.42,13203.51,37,2,6,36,20,Yes
56,145.86,571.18,51,5,5,12,26,Yes
32,149.46,12722.44,17,3,5,24,28,Yes
62,26.65,14198.67,15,3,6,1,30,No
36,112.64,3307.15,27,6,1,24,19,Yes
22,27.08,2140.39,4,1,0,12,26,No
47,65.32,547.41,8,5,0,1,29,Yes
64,109.34,13861.66,24,6,8,1,16,Yes
61,58.91,10677.29,14,7,1,24,15,No
21,120.42,12252.47,68,7,6,36,23,Yes
64,118.0,13029.35,31,7,7,1,7,Yes
48,109.83,8042.27,25,3,0,12,1,Yes
45,44.71,9672.05,60,7,6,12,7,No
68,71.86,12742.82,9,7,10,12,14,Yes
40,109.26,4894.75,58,1,5,36,28,Yes
64,143.39,8060.45,54,4,3,24,11,Yes
46,98.05,9822.7,20,4,10,12,10,Yes
47,42.58,14355.87,5,1,10,36,11,No
60,45.39,6317.41,65,3,6,36,11,No
67,33.63,14758.59,20,7,9,1,24,No
41,69.02,10129.26,70,3,7,36,22,No
27,147.85,14241.77,40,6,5,36,26,Yes
65,125.35,13456.17,44,6,6,1,4,Yes
64,47.78,11674.64,34,7,0,1,7,No
47,101.84,7556.13,58,5,5,24,5,Yes
40,75.94,843.87,38,7,4,12,29,Yes
56,87.38,2835.98,5,3,10,12,24,Yes
38,76.9,7953.84,12,7,7,1,16,Yes
18,144.26,3815.73,9,3,8,1,12,Yes
57,21.08,12722.05,52,2,3,1,27,No
27,67.45,11526.64,57,4,6,12,25,Yes
46,134.56,10398.89,34,1,7,1,14,Yes
48,20.04,1408.64,39,4,2,36,9,No
47,108.28,1846.52,50,1,5,36,21,Yes
56,21.24,2621.66,2,3,5,24,2,No
28,115.04,4934.33,18,7,8,36,2,Yes
60,87.64,8089.56,9,4,1,1,24,Yes
67,39.61,10611.07,8,3,9,36,7,No
39,69.07,13494.26,66,6,3,1,24,No
67,37.32,8183.45,32,2,5,12,19,No
42,116.07,7782.98,33,6,0,24,28,Yes
42,56.86,1916.29,44,4,0,12,27,No
69,44.19,6500.98,9,3,4,24,25,No
42,23.25,1012.72,40,7,0,1,23,No
52,131.35,4401.13,47,1,1,36,15,Yes
67,82.1,13357.68,20,1,10,36,30,Yes
52,55.3,10664.07,16,3,8,24,16,Yes
63,84.17,1259.3,39,6,0,12,8,Yes
52,36.11,9860.49,33,3,3,36,19,No
64,22.47,10841.26,30,4,8,24,25,No
61,124.44,11053.53,45,2,9,1,4,Yes
34,89.76,11836.06,12,3,7,24,22,Yes
26,40.87,4716.06,55,2,6,24,3,No
28,80.45,8531.09,5,5,7,12,0,Yes
56,40.96,12251.62,61,6,3,12,30,No
29,71.81,10325.91,48,2,2,36,9,No
41,56.1,3635.89,36,3,9,1,28,No
44,108.86,12455.39,11,7,7,24,28,Yes
39,81.63,4725.73,4,7,10,24,11,Yes
23,34.42,10140.51,53,6,3,1,27,No
22,63.98,974.89,63,3,5,1,9,No
49,112.62,5043.43,15,1,9,12,6,Yes
68,30.28,12732.92,50,3,8,1,0,No
26,58.25,9542.06,68,2,6,36,6,No
48,39.83,5302.06,59,7,9,24,29,No
33,138.64,14459.17,36,1,1,12,5,Yes
54,66.17,10647.32,13,3,8,12,8,Yes
36,81.84,2447.88,24,3,1,24,29,Yes
41,67.51,6468.6,38,3,10,36,5,No
29,55.57,10633.14,32,3,8,12,2,No
58,144.17,4993.73,48,3,6,36,10,Yes
28,121.94,9898.39,20,4,9,36,1,Yes
62,32.67,8898.72,21,7,1,12,22,No
42,111.46,9507.36,3,1,1,1,26,Yes
40,77.54,1680.85,72,3,6,36,30,No
63,51.48,12802.07,7,3,3,36,24,No
51,130.05,1036.36,56,1,2,1,29,Yes
32,136.89,8165.82,24,7,5,36,6,Yes
69,129.95,2448.76,71,3,0,12,13,Yes
60,145.37,1935.38,3,4,0,24,1,Yes
65,118.77,4022.83,36,1,5,24,4,Yes
20,91.78,12164.08,12,1,5,24,14,Yes
31,37.97,7513.03,55,3,1,36,4,No
37,100.64,5361.8,12,7,0,24,3,Yes
65,21.37,5840.11,22,4,1,36,25,No
66,85.82,6302.16,12,4,8,1,19,Yes
43,143.8,8505.51,23,7,6,36,0,Yes
61,112.74,3549.88,67,2,4,12,26,Yes
54,85.96,3861.54,22,7,8,12,23,Yes
21,46.24,9369.65,38,4,6,1,19,No
57,102.61,12837.77,72,3,6,24,5,Yes
63,104.04,5988.81,71,2,10,36,7,Yes
69,84.35,4259.75,24,3,1,36,11,No
68,74.92,12740.86,2,7,4,36,7,No
63,24.24,9048.06,48,7,0,1,23,No
52,147.6,6024.87,8,6,3,36,30,Yes
