Age,Annual_Income,Credit_Score,Employment_Years,Loan_Amount,Debt_to_Income_Ratio,Existing_Loans,Dependents,Loan_Approved
26,25607,615,24,71132,0.255,3,4,No
36,62386,374,0,14315,0.477,3,1,No
40,104625,398,2,28166,0.387,4,0,No
36,138872,564,9,84756,0.081,4,2,No
27,193097,382,7,90535,0.355,4,4,No
61,139235,527,12,99985,0.623,4,4,No
34,145300,430,30,52716,0.116,5,0,No
63,88492,309,18,31490,0.113,5,0,No
46,166295,844,2,61752,0.451,2,3,No
46,47943,543,23,97454,0.625,4,4,No
34,112051,525,25,66934,0.066,4,4,No
27,120155,527,2,43066,0.257,0,2,No
53,91287,544,26,84503,0.09,1,3,Yes
46,136541,743,17,53443,0.209,0,2,No
65,130849,760,2,98923,0.383,2,3,No
40,95880,681,28,65095,0.315,2,4,No
23,190045,491,11,64715,0.268,4,3,No
24,192727,821,1,86509,0.176,4,4,Yes
46,99158,457,29,71157,0.422,3,1,No
31,147207,555,7,53281,0.395,3,1,No
22,127987,846,30,19540,0.448,0,3,Yes
34,85461,805,27,36725,0.526,0,0,No
64,43658,466,20,60366,0.488,2,1,No
50,147211,321,13,21535,0.624,3,4,No
32,61133,366,18,99402,0.152,5,3,No
46,150275,316,10,50873,0.621,3,4,No
64,45620,554,15,34173,0.153,4,1,No
53,193139,487,13,23447,0.556,1,1,No
33,185747,627,7,9318,0.523,2,4,No
34,25860,679,29,93269,0.45,3,0,No
44,140532,645,23,28217,0.474,3,3,Yes
54,52618,539,26,23803,0.465,1,2,Yes
64,52916,772,19,58231,0.368,4,2,No
46,107056,606,13,98784,0.07,0,4,No
41,112667,475,24,78078,0.398,0,1,No
48,47878,612,11,59386,0.283,4,2,No
56,101960,843,16,65409,0.213,5,4,No
60,63554,634,22,11529,0.344,4,3,No
22,182868,678,11,38338,0.559,1,3,Yes
62,165417,839,20,20308,0.397,1,3,Yes
29,148858,632,11,32838,0.629,4,0,No
43,148448,439,11,90969,0.302,2,3,No
35,47584,584,6,73925,0.151,2,1,No
33,36598,642,9,60425,0.239,2,3,No
43,174517,568,29,86670,0.137,2,0,No
37,68813,485,15,5373,0.461,1,4,No
22,159802,409,26,27732,0.146,3,2,No
40,36684,334,23,62991,0.361,5,0,No
40,129426,521,2,14101,0.604,4,4,No
23,190635,813,29,31966,0.31,3,2,Yes
32,166113,398,2,22440,0.292,0,3,No
60,98723,309,0,13439,0.172,0,4,No
22,86320,508,4,23186,0.502,2,2,No
56,128144,337,7,43752,0.233,5,3,No
34,57624,393,16,98969,0.644,2,1,No
36,28726,532,15,54755,0.15,1,1,No
39,157915,462,15,51568,0.051,3,2,No
54,79929,541,17,59105,0.374,0,1,No
64,38754,397,17,82164,0.091,2,1,No
26,184925,682,13,10193,0.272,3,3,No
33,120324,588,30,49713,0.321,5,3,No
56,29567,440,11,32423,0.199,5,4,No
42,87118,502,9,33195,0.637,1,1,No
38,57150,787,1,48913,0.257,2,2,No
32,122364,703,20,57436,0.137,2,1,No
50,162534,716,25,45502,0.072,3,0,Yes
60,52560,605,22,73081,0.236,2,4,No
27,109568,436,27,45390,0.543,5,0,No
52,138246,429,2,22853,0.198,2,3,No
39,159443,415,0,30752,0.409,3,3,No
26,110349,437,8,49488,0.643,1,1,No
40,149460,714,30,17770,0.256,1,2,Yes
47,27932,460,24,38003,0.42,4,1,No
63,177542,547,3,82275,0.41,0,0,Yes
57,34778,433,20,14805,0.407,3,3,No
27,48033,825,15,34020,0.622,2,0,Yes
25,166376,570,3,34824,0.522,2,2,No
31,152441,524,30,65877,0.055,2,1,No
35,170479,420,23,61309,0.067,0,0,Yes
23,27521,762,16,46747,0.074,0,1,Yes
25,151631,539,14,23223,0.269,1,0,No
43,109622,320,3,8555,0.314,3,4,No
57,142257,747,3,25712,0.534,5,4,No
29,139647,628,11,15311,0.432,1,4,No
35,156855,747,2,57517,0.65,0,1,No
23,67666,554,19,48177,0.526,3,0,No
49,172870,461,22,49375,0.574,3,2,No
26,101303,602,4,37774,0.159,1,3,No
37,26103,487,18,80754,0.435,4,3,No
46,95845,329,29,49749,0.139,4,2,No
41,190011,735,5,50000,0.455,0,3,No
28,99170,614,27,79771,0.536,4,4,No
41,37135,687,25,37691,0.23,4,0,No
31,144433,779,8,98721,0.15,2,1,No
58,122580,434,2,51168,0.192,4,3,No
28,111481,337,1,79227,0.537,2,2,No
62,64404,587,30,47039,0.378,4,1,No
44,27589,368,24,97614,0.372,3,0,No
55,34695,366,20,63429,0.396,4,1,No
34,30722,491,9,65656,0.345,2,1,No
34,74874,419,4,22791,0.568,5,0,No
30,156913,700,28,8517,0.354,4,4,No
32,174803,699,6,19099,0.408,4,0,No
58,150101,822,14,23925,0.638,5,1,No
64,25645,313,1,54607,0.323,0,2,No
54,57116,845,9,80290,0.162,3,0,No
61,65983,768,10,53004,0.388,0,0,No
30,54402,453,20,39142,0.473,0,4,No
37,74158,469,23,45365,0.125,4,3,No
37,61469,685,7,14779,0.147,2,2,No
23,85576,605,25,78090,0.065,5,2,No
51,38908,617,22,84161,0.497,3,3,No
21,85269,653,20,71905,0.171,5,1,No
32,67231,510,11,21336,0.591,3,2,No
59,70221,754,3,48518,0.359,5,3,No
24,168787,491,27,26242,0.623,0,1,No
62,63398,634,28,11621,0.28,4,4,No
33,87372,366,12,36446,0.623,4,0,No
54,60324,411,17,53113,0.637,2,2,No
62,175410,406,17,38911,0.128,2,3,No
41,163459,325,26,48210,0.125,3,1,No
42,182247,365,30,38725,0.304,3,3,No
24,55795,713,2,22192,0.298,2,0,No
38,152799,799,2,80040,0.44,2,0,No
25,155920,300,6,18027,0.118,4,0,No
39,193501,758,21,13229,0.504,1,1,Yes
22,88105,668,16,65561,0.185,5,3,No
32,28801,441,27,73021,0.14,2,3,No
37,163485,313,28,30648,0.527,4,4,No
30,135375,767,5,73924,0.098,5,2,No
54,42665,830,15,71063,0.477,5,1,Yes
26,121636,709,27,68701,0.117,3,4,No
28,134391,449,4,63910,0.494,2,0,No
31,33187,632,21,85990,0.524,3,1,No
32,89989,373,23,14715,0.401,0,3,No
29,50784,737,16,68089,0.261,5,3,No
22,74454,682,28,32620,0.192,0,3,No
28,169877,650,10,57897,0.535,1,2,No
31,66715,565,21,85599,0.114,3,4,No
56,78411,704,11,9233,0.635,5,2,No
30,145451,722,11,85952,0.517,4,0,No
41,67186,378,3,79652,0.464,0,2,No
40,98111,608,8,15405,0.643,4,2,No
28,132729,332,13,93268,0.463,4,1,No
56,53093,727,11,29164,0.112,0,4,No
49,99625,634,9,73582,0.244,4,4,No
62,47474,754,7,85645,0.401,4,2,No
32,33154,711,22,52837,0.395,5,3,No
34,178136,769,2,34414,0.056,3,0,No
41,185470,814,26,25208,0.206,4,3,Yes
42,126666,420,12,78603,0.492,2,3,No
41,199941,449,15,76596,0.446,2,2,No
64,34646,452,24,60259,0.589,4,4,No
50,84671,555,12,37767,0.626,2,1,No
59,141700,362,12,66129,0.572,0,3,No
40,50391,592,18,72637,0.382,3,2,No
44,184894,367,21,7273,0.376,4,2,No
43,139059,524,29,35781,0.272,3,1,No
27,62872,753,17,35087,0.589,1,1,No
29,100048,589,7,51481,0.548,1,4,No
21,185412,546,0,37456,0.517,0,3,No
46,106605,615,16,69277,0.517,1,4,No
58,139610,591,23,69145,0.559,1,4,Yes
58,139559,779,8,20012,0.601,1,0,No
64,160574,513,9,53494,0.543,3,2,No
42,122772,817,8,32808,0.539,3,1,No
64,73020,492,11,10039,0.446,1,2,No
30,114543,733,23,97207,0.325,3,2,Yes
26,45971,373,9,66825,0.381,1,4,No
37,31037,373,28,21632,0.371,4,2,No
58,132596,562,7,13217,0.545,3,2,No
44,183433,385,3,32792,0.21,1,1,No
30,39466,357,23,43147,0.268,1,2,No
28,34627,716,13,48016,0.384,3,3,No
41,177665,580,28,89467,0.641,3,0,No
26,76697,507,6,67729,0.344,4,0,No
41,48149,442,24,68728,0.126,2,3,No
59,41737,712,9,51896,0.454,1,0,No
44,92854,351,29,29103,0.42,1,2,No
53,50314,316,23,31800,0.558,0,1,No
38,60287,718,27,49501,0.563,0,4,No
48,186523,723,9,86384,0.205,0,2,Yes
52,95963,500,14,75021,0.077,3,4,No
32,193443,717,14,60245,0.521,2,2,Yes
62,180702,741,1,78268,0.441,1,2,No
47,58667,801,23,93592,0.135,0,2,No
30,117214,381,29,5576,0.641,1,1,No
62,50099,379,15,35667,0.606,2,1,No
52,122170,488,23,77258,0.484,3,1,No
62,102604,779,9,54324,0.082,5,2,No
46,107635,455,28,85099,0.178,1,2,No
45,194170,459,25,41951,0.245,1,3,No
31,183945,343,24,93815,0.084,3,3,No
43,179630,461,14,92757,0.546,3,4,No
54,55518,809,27,31660,0.096,5,1,Yes
60,77763,812,18,31906,0.173,3,0,No
43,84172,507,23,33110,0.241,4,4,No
49,159822,396,23,73715,0.249,2,4,No
51,167953,320,9,92109,0.209,1,0,No
27,175678,654,19,72250,0.637,1,0,No
60,41819,804,14,30709,0.626,4,1,No
53,117013,703,20,86357,0.422,4,2,No
41,184827,522,28,31790,0.125,0,4,No
22,50811,699,1,54528,0.474,4,0,No
38,62697,761,13,98545,0.635,2,1,No
53,86196,331,14,73637,0.649,0,4,No
57,138100,788,21,77238,0.42,4,2,No
54,174416,587,9,42550,0.163,5,4,No
40,45656,736,29,51129,0.549,1,0,No
55,182454,679,8,80550,0.424,1,0,No
38,187103,736,18,99408,0.321,4,3,No
44,85574,429,5,30851,0.14,2,1,No
28,82529,740,7,57015,0.194,0,1,No
50,157566,792,1,32329,0.397,2,2,No
64,174435,544,25,7094,0.206,0,4,No
30,177884,351,0,21556,0.337,0,2,No
43,176509,529,12,20488,0.479,5,0,No
31,131741,764,5,15433,0.642,4,4,No
22,121060,485,2,94583,0.076,1,3,No
46,32160,461,28,32254,0.528,2,3,No
56,197415,498,1,14691,0.127,2,4,Yes
53,48593,700,26,17822,0.616,2,1,No
33,156356,771,9,5915,0.512,4,2,No
60,193923,755,30,81192,0.289,3,3,Yes
45,45378,844,7,21221,0.358,1,3,No
24,164563,712,8,10349,0.456,0,4,No
62,90500,830,6,50656,0.387,5,3,No
39,91436,420,24,64439,0.638,0,0,No
38,26459,368,28,66839,0.649,4,4,No
57,169752,592,27,33261,0.084,3,0,Yes
50,44305,709,30,68485,0.487,1,4,No
39,191373,579,12,54146,0.498,5,0,No
43,188764,832,6,74766,0.524,3,2,No
36,195419,718,18,65336,0.6,1,2,Yes
21,173261,327,0,41355,0.406,5,4,No
32,163667,695,12,81556,0.203,2,2,Yes
44,89370,727,16,80615,0.453,4,2,No
54,26921,443,11,41266,0.244,3,3,No
28,128276,392,20,43795,0.256,0,4,No
38,27387,334,24,56063,0.418,2,3,No
25,101266,769,25,93013,0.223,1,0,No
46,105366,825,13,96220,0.467,4,3,No
50,29825,614,15,55464,0.562,2,3,No
33,30282,783,11,13514,0.641,5,3,No
39,169941,675,21,93782,0.151,2,4,No
49,40451,787,15,51598,0.323,2,1,No
23,173977,795,1,94898,0.494,2,3,No
46,158770,675,21,45623,0.396,4,1,No
60,176068,790,26,28257,0.089,5,1,Yes
32,172964,598,19,9761,0.259,4,1,No
22,73068,652,24,80194,0.526,3,3,No
31,96726,653,25,26107,0.346,4,0,No
64,103702,780,18,26175,0.467,4,0,No
48,140962,703,6,59636,0.434,5,3,No
38,185761,693,25,80841,0.616,5,4,No
33,56604,702,11,57327,0.565,0,2,No
57,139751,790,13,70166,0.256,5,4,No
42,94457,823,23,64102,0.349,5,0,No
32,119527,693,17,88361,0.336,0,0,No
22,173315,403,25,30739,0.217,1,1,No
57,68787,310,6,57357,0.423,3,3,No
27,190387,524,4,64002,0.206,3,3,No
46,57035,616,0,57711,0.146,1,1,No
46,59844,721,6,62567,0.116,0,0,No
44,41820,572,15,86545,0.222,4,0,No
32,71676,353,25,59140,0.334,5,2,No
36,74914,472,23,96544,0.119,3,4,No
43,156807,546,28,65124,0.455,5,4,No
60,97750,458,15,6967,0.572,1,3,No
29,48968,405,29,75998,0.306,4,0,No
52,69624,594,16,24430,0.574,3,0,No
35,127398,575,3,88383,0.141,4,1,No
57,80746,342,15,22211,0.097,0,4,No
33,95264,493,3,20238,0.538,1,1,No
25,149458,610,4,33784,0.635,0,1,No
31,61497,402,4,72451,0.254,0,2,No
30,163313,549,19,41365,0.444,0,4,No
33,42057,695,10,6892,0.443,2,0,No
61,74700,595,13,23561,0.461,0,1,No
35,39432,537,16,62022,0.393,5,4,No
62,86488,588,8,40620,0.204,4,0,No
27,124199,836,20,83660,0.098,5,4,Yes
60,43953,555,29,23709,0.058,0,2,No
48,140864,820,16,20173,0.158,5,4,Yes
52,54347,418,18,83636,0.122,2,4,No
55,46249,418,0,82809,0.073,1,2,No
35,138346,390,12,23180,0.104,5,1,No
56,108442,471,22,31158,0.079,3,1,Yes
41,130781,415,25,80606,0.379,1,3,No
26,158874,833,9,84425,0.084,5,3,No
21,126426,648,28,53788,0.648,1,3,No
24,136086,775,9,16640,0.351,1,1,No
31,43033,744,6,62596,0.591,0,0,No
64,60088,407,5,47753,0.343,3,1,No
46,134001,421,24,98457,0.132,4,3,No
57,42527,521,6,54965,0.554,1,3,No
43,168036,758,4,15948,0.193,5,0,Yes
49,66005,797,6,65168,0.074,0,0,No
41,29406,669,14,99861,0.165,5,2,No
65,119538,420,28,12747,0.41,2,4,No
65,159191,500,28,56904,0.311,1,4,No
47,83935,460,9,30895,0.147,5,1,No
59,83327,517,19,19997,0.37,2,1,No
60,84094,699,25,68502,0.622,0,2,No
33,126815,684,12,16160,0.486,2,3,No
43,127132,363,8,47815,0.092,1,0,No
36,107485,511,5,43110,0.242,1,1,No
50,163723,368,19,65841,0.465,2,2,No
24,182968,423,20,92254,0.134,3,3,No
60,122196,676,23,13848,0.373,1,1,No
36,132396,595,6,77061,0.378,5,0,No
51,35370,657,5,9769,0.103,3,2,No
62,69552,824,15,66486,0.414,3,2,No
45,126075,367,1,9777,0.59,1,2,No
64,162849,569,14,50559,0.441,3,0,No
32,156185,432,2,8037,0.599,2,2,No
46,156603,361,12,5578,0.418,0,0,No
57,165786,460,16,11373,0.501,4,3,No
53,159482,325,18,89499,0.586,1,0,No
48,99772,585,10,59716,0.328,1,1,No
29,145527,745,1,17438,0.145,1,0,Yes
32,49608,548,9,28062,0.122,3,2,No
25,33324,390,29,74524,0.622,1,3,No
48,101695,335,11,15233,0.378,2,2,No
55,190566,306,12,8635,0.46,0,3,No
25,79222,805,5,14416,0.417,4,0,No
54,197057,620,3,95022,0.389,3,2,No
54,122643,501,11,29085,0.386,0,0,No
33,191488,843,26,5210,0.334,1,4,Yes
59,70600,555,25,13772,0.581,1,2,No
62,34453,460,14,75097,0.123,1,1,No
65,125369,329,18,34316,0.48,1,1,No
34,183993,756,7,45380,0.458,4,2,No
31,91469,561,4,33902,0.087,0,4,No
62,121544,309,3,59777,0.18,3,2,No
58,50392,658,27,78981,0.523,4,4,No
24,188249,575,12,48737,0.19,3,4,No
53,83081,423,5,96343,0.397,0,2,No
27,113387,567,19,10755,0.1,1,2,No
61,167178,577,15,11666,0.184,0,0,Yes
28,77754,375,9,72395,0.585,1,1,No
57,31878,825,25,65272,0.267,2,1,No
30,25792,475,27,29456,0.534,4,2,No
63,36367,335,4,15290,0.337,4,0,No
35,63731,569,14,84291,0.243,2,3,No
58,34547,301,10,27073,0.39,2,0,No
35,124689,555,19,93139,0.37,3,0,No
25,53568,813,8,92806,0.641,3,1,No
49,87907,662,17,52152,0.257,3,0,No
39,75212,406,0,49940,0.442,3,0,No
30,198403,433,22,85020,0.464,1,4,No
32,89379,708,8,18034,0.426,0,4,No
24,160210,750,8,61553,0.338,5,3,No
51,140837,834,14,16162,0.52,5,0,No
38,167466,650,3,13004,0.511,4,2,No
36,114412,327,3,78808,0.625,1,0,No
60,195167,836,0,93374,0.636,5,4,Yes
56,159425,364,27,81815,0.179,3,1,No
45,90064,493,0,60271,0.443,0,3,No
43,80121,506,0,20702,0.564,0,3,No
32,40205,598,21,33819,0.627,2,1,No
54,160700,339,26,46343,0.136,1,0,No
56,77600,763,5,69304,0.619,1,3,No
57,120526,322,30,26864,0.185,4,0,No
23,63095,427,10,24956,0.393,3,2,No
29,118159,562,15,19557,0.443,3,1,No
38,150590,334,26,50629,0.578,3,0,No
63,83844,786,4,56575,0.532,5,2,No
55,46433,400,9,11264,0.611,1,4,No
54,117060,381,27,27206,0.522,5,2,No
61,168165,616,15,17447,0.253,5,2,No
34,41684,629,10,29018,0.157,5,3,No
24,146485,495,25,94086,0.143,1,0,No
49,76305,713,17,53087,0.103,5,2,No
61,170979,808,21,20556,0.609,0,0,Yes
65,79057,780,27,76898,0.342,5,3,No
35,168993,367,13,6468,0.629,3,3,No
48,110938,692,12,56769,0.515,3,2,No
62,93618,572,0,95867,0.622,2,1,No
36,97610,598,2,15489,0.571,0,4,No
32,54330,440,14,78240,0.4,3,4,No
25,173695,484,28,81155,0.185,4,0,No
54,156531,488,30,7877,0.202,3,2,Yes
62,151908,318,11,40866,0.273,1,0,No
21,147670,380,4,92859,0.065,3,1,No
59,90037,797,15,64178,0.45,4,0,No
52,142314,841,13,56739,0.383,2,4,No
46,93337,517,9,68252,0.111,1,3,No
37,53831,824,4,54313,0.545,0,2,No
47,172919,637,26,36828,0.544,3,3,No
44,25997,420,6,42658,0.121,2,1,No
55,178097,768,20,8854,0.172,2,4,Yes
62,122915,671,15,78607,0.2,4,3,No
59,89784,781,28,60352,0.365,1,1,No
46,162456,478,25,89280,0.617,5,0,No
58,103759,410,14,85215,0.449,5,3,No
43,73067,308,5,34567,0.459,1,0,No
42,36198,521,28,68889,0.225,3,2,No
24,190518,407,6,96633,0.424,1,0,No
29,34382,636,17,11126,0.177,1,2,No
24,49120,503,18,81073,0.477,3,0,No
27,191537,826,18,88028,0.191,2,3,Yes
43,51950,752,16,70227,0.058,2,1,No
22,150456,494,13,20248,0.364,0,0,No
44,120504,560,8,40755,0.229,3,0,No
60,93462,308,15,32936,0.427,3,0,No
51,40735,515,9,42770,0.498,0,3,No
51,170295,412,24,99375,0.538,0,1,No
60,130846,639,8,72579,0.639,5,1,No
63,127733,346,11,19500,0.383,1,4,No
54,171434,788,8,66927,0.339,5,3,No
44,137235,621,15,27090,0.197,3,3,Yes
46,64986,397,29,38307,0.498,4,4,No
36,48409,744,15,6693,0.34,3,4,No
33,141909,392,23,29178,0.246,5,1,No
35,104987,551,20,12082,0.309,1,0,No
47,30814,462,26,20071,0.272,3,4,No
24,178960,457,24,16354,0.637,1,0,No
36,47169,437,22,12420,0.186,3,3,No
50,110918,683,1,34447,0.299,1,3,No
64,171834,611,6,57000,0.234,0,0,No
50,171649,589,19,77676,0.153,1,0,No
56,45931,364,6,45502,0.23,2,3,No
23,100506,497,6,79553,0.344,3,0,No
42,195350,827,27,92572,0.429,3,4,Yes
42,134865,836,18,97590,0.42,3,2,No
32,118207,549,2,89274,0.514,0,2,No
41,162130,838,25,32036,0.093,5,1,No
24,94051,416,9,96459,0.239,2,0,No
51,93866,785,5,18892,0.262,5,4,No
64,147179,662,29,50202,0.465,5,0,Yes
51,124978,325,1,74226,0.175,0,1,No
43,199897,792,27,62157,0.179,4,4,Yes
40,99514,656,23,54693,0.107,4,3,No
35,107475,711,23,6051,0.37,1,3,Yes
43,171336,775,19,28308,0.486,4,2,No
48,51615,713,17,64118,0.469,1,4,No
36,188237,421,8,54218,0.496,0,3,No
57,137898,760,14,16839,0.152,0,0,Yes
41,147480,728,13,50625,0.402,1,4,No
35,198794,542,8,42372,0.106,4,3,No
37,190952,702,1,43322,0.63,1,1,No
57,106059,551,9,90317,0.113,3,2,No
33,26701,374,3,45704,0.577,2,0,No
39,84430,411,0,94990,0.073,0,0,No
50,126016,659,21,47199,0.369,0,4,No
65,80615,467,10,78599,0.562,1,4,No
38,117519,549,15,93579,0.431,0,0,No
34,64237,512,10,49303,0.346,1,3,No
56,59378,742,12,45646,0.126,4,1,No
56,176808,345,13,42233,0.446,1,4,No
40,162415,317,26,47520,0.411,0,2,No
39,40797,649,0,86806,0.325,1,1,No
65,78857,519,27,62736,0.191,1,1,Yes
64,132623,697,22,10898,0.182,3,2,No
27,112411,397,24,59324,0.632,4,4,No
64,197936,304,8,9646,0.629,3,0,No
24,197195,458,26,25438,0.612,2,0,No
54,92561,386,17,38410,0.36,1,1,No
22,155596,419,28,20243,0.643,5,1,No
25,156177,742,10,95626,0.228,2,1,No
30,119906,471,23,98510,0.306,1,1,No
52,111379,534,26,36766,0.155,5,2,No
62,44476,777,2,63830,0.328,1,4,No
61,198184,420,20,41054,0.161,2,0,No
33,73610,796,3,90881,0.09,0,0,No
59,118979,721,21,10160,0.056,0,2,Yes
25,66706,434,10,35064,0.277,5,3,No
30,129375,614,27,94524,0.589,0,0,No
30,90032,368,27,19909,0.312,1,2,No
58,197992,497,6,10596,0.437,0,1,Yes
47,175947,310,8,30938,0.541,1,0,No
41,93833,429,25,27909,0.382,0,3,No
28,90744,409,4,85279,0.388,3,2,No
21,175772,326,1,7006,0.364,0,2,Yes
48,112327,699,11,33680,0.125,3,0,No
59,157963,619,3,7046,0.431,1,1,Yes
34,72594,493,12,94959,0.484,4,4,No
41,126810,645,1,23151,0.05,1,0,Yes
50,89190,315,14,59725,0.1,4,0,No
41,158111,372,0,23702,0.375,4,3,No
29,44673,500,17,76941,0.553,3,4,No
37,67412,463,26,83196,0.37,4,1,No
25,144449,306,22,95606,0.311,0,2,No
51,184508,360,1,20733,0.612,2,2,No
60,164258,651,3,78687,0.096,1,2,No
58,88708,784,20,97918,0.133,1,0,No
63,25434,750,18,88165,0.461,3,3,No
39,166591,713,19,13914,0.115,2,4,Yes
56,43030,330,9,64961,0.131,4,4,No
53,101891,390,12,31971,0.573,5,0,No
33,104864,817,18,66462,0.176,0,1,Yes
34,30258,745,7,82811,0.423,0,1,No
53,97726,584,9,27554,0.288,5,4,No
49,141128,692,7,80257,0.132,3,4,No
63,146563,438,18,5586,0.282,1,0,No
56,83277,629,8,13061,0.3,0,4,No
64,70238,432,8,57238,0.427,0,3,No
30,35747,625,22,85285,0.142,4,1,No
51,186989,829,12,87309,0.072,2,3,Yes
26,55377,320,0,61088,0.414,2,0,No
21,149026,778,11,47998,0.089,5,2,No
27,69956,757,9,25510,0.142,2,0,No
47,131017,817,26,82635,0.639,2,0,Yes
41,123684,835,18,79607,0.064,4,2,No
48,48557,524,7,17045,0.435,2,4,No
36,114463,629,21,49055,0.133,0,2,Yes
43,58292,667,24,79820,0.543,2,4,No
40,44491,441,10,98849,0.399,0,1,No
58,91629,498,10,26499,0.333,4,3,No
45,43123,335,25,27313,0.326,3,1,No
48,89618,765,15,16823,0.453,3,1,No
25,49288,737,28,58042,0.553,1,1,No
41,133850,490,29,74058,0.054,3,1,No
38,114947,396,10,27131,0.062,5,1,No
26,128220,803,24,8473,0.213,1,2,Yes
49,70091,666,0,77789,0.493,0,1,No
39,155180,449,5,8570,0.166,2,1,No
53,142622,342,12,29603,0.294,0,0,No
21,140730,596,26,28553,0.355,0,0,No
65,107386,618,10,14664,0.274,0,0,No
23,191784,517,2,24235,0.329,3,1,No
62,111214,787,20,16768,0.529,0,1,No
41,171977,445,0,78789,0.188,5,2,No
55,26591,627,26,11171,0.246,3,1,No
61,85159,558,13,85867,0.366,0,4,No
60,169594,418,10,44199,0.569,4,0,No
23,155656,441,13,96321,0.173,3,3,No
45,106689,589,22,30157,0.365,1,0,No
65,159644,524,21,15053,0.575,2,2,No
58,83537,528,27,72451,0.118,2,2,No
65,58061,556,9,62813,0.483,1,1,No
40,116033,544,20,78374,0.184,3,4,No
64,86907,475,1,55194,0.154,3,1,No
65,41151,654,23,82511,0.192,4,0,No
54,117526,821,4,43919,0.352,5,3,Yes
41,121571,438,14,19590,0.412,5,1,No
43,70813,418,17,40135,0.167,0,2,No
26,182189,558,15,68692,0.117,4,3,No
33,138417,491,19,18949,0.322,5,1,No
43,181555,429,25,37635,0.084,2,3,No
29,174949,457,23,27388,0.373,1,2,No
37,28088,560,30,14394,0.46,4,2,No
22,179251,689,23,84366,0.617,2,1,No
39,72954,823,2,40324,0.136,1,1,Yes
39,47011,431,25,95183,0.31,4,1,No
27,37839,707,23,50786,0.204,0,1,No
62,88561,452,25,83570,0.181,3,0,No
62,48625,581,8,22666,0.362,5,4,No
40,174553,345,28,10892,0.136,3,1,Yes
29,122289,598,17,37699,0.059,0,2,No
37,44558,320,21,55670,0.147,1,1,No
47,107307,464,26,12240,0.251,2,0,No
22,56104,567,18,8141,0.057,5,0,No
56,69420,400,4,59407,0.564,2,2,No
39,29061,672,3,14113,0.4,4,2,No
37,189313,332,28,57399,0.066,4,3,No
25,87055,535,7,33755,0.187,1,1,No
59,95593,497,30,5281,0.449,5,0,No
38,161361,806,6,31997,0.068,2,3,Yes
27,90180,631,22,56183,0.276,3,1,No
37,27221,744,10,58006,0.108,5,2,No
59,67942,785,11,29330,0.285,0,4,No
56,46635,419,11,91623,0.631,0,4,No
60,76072,457,15,99943,0.323,2,3,No
65,32075,336,15,59785,0.418,2,4,No
24,178450,443,30,63902,0.295,5,3,No
58,60084,327,14,62948,0.239,0,0,No
45,104217,543,0,69006,0.416,5,2,No
25,138257,565,14,99653,0.422,4,4,No
50,152748,350,21,56229,0.419,4,2,No
32,56584,408,17,89559,0.066,3,0,No
24,56245,697,23,90196,0.468,2,0,No
44,29983,634,5,17195,0.456,3,0,No
49,55897,433,29,34077,0.092,3,1,No
29,196674,379,8,25324,0.164,4,2,No
24,110538,637,25,49605,0.362,1,0,No
44,101034,731,16,66007,0.266,2,0,No
34,74411,780,23,52346,0.396,2,1,No
25,103466,588,11,97715,0.506,2,2,No
38,128482,401,1,48016,0.379,3,3,No
62,194198,630,15,45536,0.325,1,1,No
39,117288,675,22,15261,0.208,1,2,Yes
32,80610,530,14,63024,0.419,0,4,No
38,48925,750,26,46993,0.546,1,0,No
37,192348,620,11,82410,0.207,4,1,No
50,179761,723,14,90591,0.523,5,3,No
44,88942,324,12,95289,0.301,1,1,No
31,40238,715,11,37663,0.117,0,2,No
55,85424,601,18,54899,0.596,4,2,No
43,180879,399,15,90422,0.459,5,1,No
37,36204,687,6,90705,0.555,0,1,No
21,128820,418,16,45037,0.443,2,0,No
35,63567,630,9,57115,0.124,1,4,No
52,191769,658,8,46587,0.375,3,3,No
29,137189,425,5,91731,0.43,2,3,No
35,157602,588,22,87107,0.207,0,0,Yes
48,49297,739,8,45470,0.429,1,2,No
44,99838,640,25,61086,0.39,2,3,No
55,73906,503,0,12752,0.063,0,0,No
42,65295,478,15,38597,0.58,4,4,No
47,77464,645,13,75787,0.37,4,2,No
39,32223,404,30,23140,0.401,2,1,No
65,169493,612,7,56164,0.141,3,4,No
32,118232,385,26,81088,0.532,2,3,No
40,170138,740,14,90315,0.369,3,0,No
21,46576,779,15,27849,0.103,2,1,No
41,107121,627,13,20869,0.471,5,3,No
65,158212,550,15,66126,0.343,3,3,No
21,84016,781,6,57536,0.251,5,1,No
30,132552,303,28,45879,0.603,4,0,No
52,126975,483,17,20785,0.543,5,2,No
59,197450,599,16,52086,0.076,0,3,No
42,163442,827,25,69225,0.469,0,4,Yes
38,148505,455,29,75069,0.153,0,3,No
52,37022,733,0,37206,0.06,4,3,No
47,84222,656,10,12018,0.181,2,3,Yes
48,43328,827,19,63953,0.079,5,4,No
38,27929,340,4,19626,0.433,2,0,No
59,199799,557,22,37167,0.504,2,3,No
49,93919,665,12,89916,0.157,5,3,No
38,77692,365,7,49883,0.176,0,1,No
64,74545,507,17,62631,0.13,3,3,No
28,101647,544,12,33036,0.387,4,3,No
51,84962,542,8,45604,0.344,0,2,No
54,122435,680,29,58466,0.054,3,2,No
27,48161,522,10,46994,0.272,4,1,No
